Year,Site,Depth,Habitat,Region,Tile,Loc,AGAR,FAVI,PORI,SIDE,Other,UNKS,TotalSto,TotalOct,TotalCor
2016,BC3,Deep,Outer,SEFL,BC31-100-092,Side,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC31-100-125,Bottom,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC31-100-125,Top,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC31-100-125,Side,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC31-500-070,Bottom,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC31-500-070,Top,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC31-500-070,Side,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC31-500-095,Bottom,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC31-500-095,Top,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC31-500-095,Side,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC31-500-137,Bottom,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC31-500-137,Top,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC31-500-137,Side,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC31-500-185,Bottom,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC31-500-185,Top,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC31-500-185,Side,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC32-100-013,Top,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC32-100-014,Bottom,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC32-100-014,Top,0,0,1,0,0,0,1,1,2
2016,BC3,Deep,Outer,SEFL,BC32-100-014,Side,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC32-100-085,Bottom,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC32-100-085,Top,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC32-100-085,Side,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC32-100-132,Bottom,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC32-100-132,Top,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC32-100-132,Side,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC32-100-162,Bottom,0,0,0,0,0,0,0,1,1
2016,BC3,Deep,Outer,SEFL,BC32-100-162,Top,0,0,0,0,0,0,1,0,1
2016,BC3,Deep,Outer,SEFL,BC32-100-162,Side,0,0,0,0,1,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC32-500-013,Bottom,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC32-500-013,Side,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC32-500-054,Bottom,0,0,0,0,0,0,0,1,1
2016,BC3,Deep,Outer,SEFL,BC32-500-054,Top,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC32-500-054,Side,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC32-500-117,Bottom,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC32-500-117,Top,0,0,1,0,0,0,1,2,3
2016,BC3,Deep,Outer,SEFL,BC32-500-117,Side,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC32-500-197,Bottom,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC32-500-197,Top,0,0,0,1,0,0,1,0,1
2016,BC3,Deep,Outer,SEFL,BC32-500-197,Side,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC33-100-031,Bottom,0,0,0,0,0,0,0,1,1
2016,BC3,Deep,Outer,SEFL,BC33-100-031,Top,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC33-100-031,Side,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC33-100-098,Bottom,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC33-100-098,Top,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC33-100-098,Side,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC33-100-134,Bottom,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC33-100-134,Top,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC33-100-134,Side,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC33-100-188,Bottom,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC33-100-188,Top,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC33-100-188,Side,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC33-500-019,Bottom,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC33-500-019,Top,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC33-500-019,Side,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC33-500-074,Bottom,0,0,0,0,0,1,1,0,1
2016,BC3,Deep,Outer,SEFL,BC33-500-074,Top,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC33-500-074,Side,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC33-500-129,Bottom,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC33-500-129,Top,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC33-500-129,Side,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC33-500-189,Bottom,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC33-500-189,Top,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC33-500-189,Side,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC34-100-041,Bottom,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC34-100-041,Top,0,0,0,1,0,1,2,0,2
2016,BC3,Deep,Outer,SEFL,BC34-100-041,Side,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC34-100-109,Bottom,0,0,0,0,0,0,0,1,1
2016,BC3,Deep,Outer,SEFL,BC34-100-109,Top,0,0,1,0,0,0,1,0,1
2016,BC3,Deep,Outer,SEFL,BC34-100-109,Side,0,0,0,0,0,0,0,0,0
2016,BC3,Deep,Outer,SEFL,BC34-100-182,Bottom,0,0,0,0,0,1,1,0,1
2016,BC3,Deep,Outer,SEFL,BC34-100-182,Top,0,0,0,1,0,0,1,0,1
2016,BC3,Deep,Outer,SEFL,BC34-100-182,Side,0,0,0,0,0,0,0,0,0
