Year,Date,Subregion,Habitat,SiteID,Site_name,StationID,TransectArea,Acropora_cervicornis,Agaricia_fragilis,Agaricia_lamarcki,Colpophyllia_natans,Dichocoenia_stokesii,Diploria_labyrinthiformis,Eusmilia_fastigiata,Favia_fragum,Helioseris_cucullata,Isophyllia_sinuosa,Madracis_aurentenra,Madracis_decactis,Madracis_scenaria,Meandrina_meandrites,Montastraea_cavernosa,Mussa_angulosa,Mycetophyllia_aliciae,Mycetophyllia_lamarckiana,Oculina_diffusa,Oculina_robusta,Orbicella_annularis_complex,Orbicella_faveolata,Orbicella_franksi,Phyllangia_americana,Porites_astreoides,Porites_porites,Pseudodiploria_clivosa,Pseudodiploria_strigosa,Scolymia_cubensis,Siderastrea_radians,Siderastrea_siderea,Solenastrea_bournoni,Stephanocoenia_intersepta,Tubastraea_coccinea,Undaria_agaricites_complex
2012,6/15/2012,BC,Nearshore,90,Broward County A,904,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3050.0
2012,9/6/2012,DC,Inner,91,Dade County 1,911,22,0.0,0.0,0.0,56.3,423.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.6,18038.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531.3,477.2,0.0,0.0,0.0,0.0,3086.5,0.0,93.1,0.0,94.4
2012,9/6/2012,DC,Inner,91,Dade County 1,912,22,3839.2,0.0,0.0,0.0,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1570.8,28394.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5595.6,236.7,0.0,0.0,0.0,0.0,1904.1,1389.3,380.3,0.0,0.0
2012,9/6/2012,DC,Inner,91,Dade County 1,913,22,6901.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11942.0,0.0,0.0,0.0,0.0,0.0,0.0,30102.1,0.0,0.0,5012.8,354.4,0.0,0.0,0.0,0.0,3737.4,2387.6,326.4,0.0,0.0
2012,9/6/2012,DC,Inner,91,Dade County 1,914,22,350.3,0.0,0.0,0.0,270.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.2,5398.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7093.8,333.1,0.0,0.0,0.0,0.0,2300.6,80.1,37.9,0.0,0.0
2012,9/18/2012,DC,Middle,92,Dade County 2,921,22,0.0,0.0,0.0,0.0,151.8,0.0,237.3,0.0,0.0,0.0,0.0,0.0,0.0,535.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,0.0,0.0,0.0,0.0,51.7,608.7,0.0,713.9,0.0,0.0
2012,9/18/2012,DC,Middle,92,Dade County 2,922,22,0.0,0.0,0.0,0.0,44.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.1,1665.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.7,446.0,651.8,0.0,0.0
2012,9/18/2012,DC,Middle,92,Dade County 2,923,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.3,0.0,413.2,0.0,0.0,0.0,0.0,0.0,0.0,2253.4,0.0,0.0,0.0,663.5,0.0,0.0,545.3,0.0,0.0,631.0,903.5,216.9,0.0,0.0
2012,9/18/2012,DC,Middle,92,Dade County 2,924,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.4,89.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.2,0.0,0.0,0.0,0.0,0.0,423.8,0.0,803.8,0.0,0.0
2012,9/6/2012,DC,Outer,93,Dade County 3,931,22,0.0,0.0,0.0,0.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.2,0.0,0.0,0.0,0.0,0.0,91.4,0.0,98.2,0.0,0.0
2012,9/6/2012,DC,Outer,93,Dade County 3,932,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.6,0.0,25.1,195.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.1,0.0,31.2,0.0,0.0
2012,9/6/2012,DC,Outer,93,Dade County 3,933,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4305.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.6,0.0,320.7,0.0,0.0
2012,9/6/2012,DC,Outer,93,Dade County 3,934,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.2,0.0,100.3,55.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.9,0.0,0.0,0.0,0.0,0.0,64.2,0.0,91.6,0.0,0.0
2012,6/5/2012,MC,Nearshore,94,Martin County 1,941,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893.0,0.0,9564.0,0.0,0.0,0.0,497.1,0.0,0.0,0.0,0.0
2012,6/5/2012,MC,Nearshore,94,Martin County 1,942,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.9,0.0,0.0,0.0,0.0,398.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,23536.5,0.0,0.0,0.0,710.5,0.0,0.0,0.0,0.0
2012,6/5/2012,MC,Nearshore,94,Martin County 1,943,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.8,0.0,0.0,0.0,0.0,0.0,112.7,0.0,0.0,0.0,0.0,0.0,446.1,0.0,0.0,0.0,0.0
2012,6/5/2012,MC,Nearshore,94,Martin County 1,944,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.1,0.0,26131.4,1778.2,0.0,0.0,638.2,0.0,0.0,0.0,0.0
2012,6/5/2012,MC,Nearshore,95,Martin County 2,951,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.8,2378.9,0.0,0.0,142.0,0.0,0.0,0.0,0.0
2012,6/5/2012,MC,Nearshore,95,Martin County 2,952,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4979.6,0.0,0.0,0.0,216.6,932.4,0.0,0.0,0.0
2012,6/5/2012,MC,Nearshore,95,Martin County 2,953,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9041.1,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0
2012,6/5/2012,MC,Nearshore,95,Martin County 2,954,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7002.2,0.0,0.0,0.0,423.4,0.0,0.0,0.0,0.0
2012,8/8/2012,PBC,Outer,97,Palm Beach 4,971,22,0.0,0.0,0.0,0.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,115.6,0.0,4457.8,10370.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.5,0.0,0.0,0.0,0.0,0.0,32.0,0.0,328.1,0.0,0.0
2012,8/8/2012,PBC,Outer,97,Palm Beach 4,972,22,0.0,0.0,0.0,0.0,381.3,0.0,0.0,0.0,0.0,0.0,0.0,406.4,0.0,434.5,9424.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.8,0.0,0.0,0.0,0.0,0.0,1079.6,0.0,587.9,0.0,292.0
2012,8/8/2012,PBC,Outer,97,Palm Beach 4,973,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3926.3,5149.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.1,0.0,0.0,4392.7,0.0,0.0,483.5,0.0,296.1,0.0,0.0
2012,8/8/2012,PBC,Outer,97,Palm Beach 4,974,22,0.0,0.0,0.0,0.0,122.7,0.0,0.0,0.0,0.0,0.0,0.0,1091.1,0.0,0.0,2659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.0,0.0,0.0,0.0,0.0,0.0,344.9,0.0,722.5,0.0,0.0
2012,9/4/2012,PBC,Outer,98,Palm Beach 5,981,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.3,6049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4663.5,0.0,2626.8,0.0,0.0,0.0,194.5,536.6,460.5,0.0,780.5
2012,9/4/2012,PBC,Outer,98,Palm Beach 5,982,22,0.0,0.0,0.0,0.0,423.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1628.9,10208.6,0.0,0.0,0.0,0.0,0.0,282.4,0.0,0.0,0.0,1536.4,0.0,890.3,0.0,0.0,0.0,977.1,0.0,311.6,0.0,0.0
2012,9/4/2012,PBC,Outer,98,Palm Beach 5,983,22,0.0,0.0,0.0,903.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,153.7,0.0,0.0,1735.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1511.0,0.0,0.0,613.0,0.0,0.0,564.8,0.0,493.5,0.0,0.0
2012,9/4/2012,PBC,Outer,98,Palm Beach 5,984,22,0.0,0.0,1146.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.9,8210.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2041.6,0.0,0.0,0.0,0.0,0.0,1849.8,0.0,609.8,0.0,0.0
2012,7/2/2012,DC,Outer,99,Dade County 4,991,22,0.0,0.0,0.0,0.0,0.0,0.0,44.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1845.3,0.0,0.0,0.0,0.0,0.0,1720.2,0.0,0.0,0.0,198.0,0.0,0.0,0.0,17.4,0.0,238.9,56.5,369.1,0.0,0.0
2012,7/2/2012,DC,Outer,99,Dade County 4,992,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.0,1407.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,0.0,0.0,0.0,0.0,0.0,511.3,422.9,111.6,0.0,0.0
2012,7/2/2012,DC,Outer,99,Dade County 4,993,22,0.0,0.0,1336.6,0.0,56.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3654.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.4,0.0,0.0,0.0,0.0,0.0,222.6,0.0,187.0,0.0,0.0
2012,7/2/2012,DC,Outer,99,Dade County 4,994,22,0.0,0.0,0.0,0.0,155.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.7,155.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.4,99.8,0.0,0.0,34.2,0.0,454.5,0.0,0.0,0.0,0.0
2013,9/12/2013,DC,Inner,0,Dade County 5,1,22,0.0,0.0,0.0,0.0,248.6,0.0,0.0,0.0,0.0,0.0,0.0,106.6,0.0,1365.4,902.6,0.0,0.0,0.0,0.0,0.0,1525.0,0.0,0.0,0.0,1628.1,123.0,0.0,0.0,0.0,0.0,855.1,0.0,354.7,0.0,3977.0
2013,9/12/2013,DC,Inner,0,Dade County 5,2,22,0.0,0.0,0.0,0.0,822.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.3,265.7,0.0,0.0,34.2,0.0,496.5,0.0,125.6,0.0,3631.9
2013,9/12/2013,DC,Inner,0,Dade County 5,3,22,0.0,26.7,0.0,0.0,314.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22680.3,0.0,0.0,0.0,0.0,0.0,0.0,767.0,0.0,0.0,0.0,1833.6,131.5,0.0,0.0,0.0,0.0,1658.7,895.2,37.8,0.0,4299.6
2013,9/12/2013,DC,Inner,0,Dade County 5,4,22,0.0,0.0,0.0,3053.1,0.0,167.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10266.2,0.0,0.0,0.0,0.0,0.0,0.0,7003.7,0.0,0.0,0.0,1367.9,323.9,0.0,0.0,0.0,0.0,316.5,0.0,148.4,0.0,5540.9
2013,7/29/2013,BC,Inner,1,Broward County 4,11,22,0.0,0.0,0.0,0.0,549.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1872.3,0.0,0.0,0.0,0.0,0.0,12936.3,0.0,0.0,0.0,6921.3,532.4,0.0,0.0,0.0,0.0,4710.7,471.9,307.4,0.0,100.3
2013,7/29/2013,BC,Inner,1,Broward County 4,12,22,0.0,0.0,0.0,0.0,5071.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12166.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3895.3,168.6,0.0,0.0,0.0,17.4,2231.7,158.7,649.2,0.0,148.8
2013,7/29/2013,BC,Inner,1,Broward County 4,13,22,0.0,0.0,0.0,0.0,1311.3,0.0,0.0,0.0,0.0,0.0,0.0,588.8,0.0,1173.5,8318.2,0.0,0.0,0.0,0.0,0.0,16875.7,0.0,3160.3,0.0,5776.9,518.8,457.0,0.0,0.0,0.0,5686.8,0.0,729.4,0.0,2231.4
2013,7/29/2013,BC,Inner,1,Broward County 4,14,22,0.0,0.0,0.0,0.0,962.8,0.0,0.0,0.0,0.0,0.0,0.0,263.2,0.0,3224.6,6813.9,0.0,0.0,0.0,0.0,0.0,12253.5,0.0,0.0,0.0,6762.2,80.4,0.0,1003.9,0.0,0.0,3219.9,317.9,635.8,0.0,153.9
2013,9/26/2013,BC,Middle,2,Broward County 5,21,22,0.0,0.0,0.0,0.0,196.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14224.2,1186.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.0,0.0,0.0,0.0,0.0,0.0,579.6,0.0,238.0,0.0,0.0
2013,9/26/2013,BC,Middle,2,Broward County 5,22,22,0.0,0.0,0.0,0.0,108.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.4,3716.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.2,0.0,0.0,0.0,0.0,355.8,176.3,163.2,0.0,0.0
2013,9/26/2013,BC,Middle,2,Broward County 5,23,22,0.0,0.0,0.0,0.0,367.8,0.0,0.0,0.0,0.0,0.0,0.0,20.7,0.0,1320.5,2285.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.7,148.6,0.0,0.0,0.0,0.0,295.9,772.0,509.8,0.0,0.0
