date,site_name,sst_mean,chl_mean,rrs667_mean,kd490_mean,latitude,longitude,region
1/1/06,Admiral,23.411385,1.5648207,0.002193001,0.133133329,25.0447,-80.3948,UK
2/1/06,Admiral,23.123894,1.655987647,0.001747556,0.138266663,25.0447,-80.3948,UK
3/1/06,Admiral,24.060068,1.722214752,0.001697445,0.141933332,25.0447,-80.3948,UK
4/1/06,Admiral,25.924416,2.06115524,0.001338334,0.160844442,25.0447,-80.3948,UK
5/1/06,Admiral,27.208584,2.27450784,0.001229779,0.172933328,25.0447,-80.3948,UK
6/1/06,Admiral,28.913279,2.55783036,0.001476556,0.189611105,25.0447,-80.3948,UK
7/1/06,Admiral,29.494263,2.022581021,0.001625668,0.158788888,25.0447,-80.3948,UK
8/1/06,Admiral,30.18655,1.848101576,0.001650223,0.148933325,25.0447,-80.3948,UK
9/1/06,Admiral,29.954264,2.160047452,0.001948112,0.166511107,25.0447,-80.3948,UK
10/1/06,Admiral,28.587084,1.839454571,0.002096667,0.14852222,25.0447,-80.3948,UK
11/1/06,Admiral,26.187405,1.648392797,0.00221889,0.137811108,25.0447,-80.3948,UK
12/1/06,Admiral,25.211674,1.548220926,0.004564334,0.132222217,25.0447,-80.3948,UK
1/1/07,Admiral,24.938944,1.26120419,0.003139667,0.116099997,25.0447,-80.3948,UK
2/1/07,Admiral,23.505486,1.551542401,0.002088112,0.132411111,25.0447,-80.3948,UK
3/1/07,Admiral,24.17311,1.457767235,0.002706445,0.127177772,25.0447,-80.3948,UK
4/1/07,Admiral,24.868172,1.689907114,0.002033112,0.140155551,25.0447,-80.3948,UK
5/1/07,Admiral,26.830353,1.945838716,0.001660556,0.154411104,25.0447,-80.3948,UK
6/1/07,Admiral,28.286509,2.219912529,0.001920556,0.169888885,25.0447,-80.3948,UK
7/1/07,Admiral,30.433022,1.9793063,0.001545779,0.156311105,25.0447,-80.3948,UK
8/1/07,Admiral,30.191576,2.2128251,0.001380001,0.169655548,25.0447,-80.3948,UK
9/1/07,Admiral,29.739742,2.007992533,0.001471223,0.157933328,25.0447,-80.3948,UK
10/1/07,Admiral,28.39413,2.139927824,0.002557001,0.165499998,25.0447,-80.3948,UK
11/1/07,Admiral,26.356184,1.950435744,0.002915556,0.154711109,25.0447,-80.3948,UK
12/1/07,Admiral,25.271645,1.290821791,0.002316668,0.117766663,25.0447,-80.3948,UK
1/1/08,Admiral,23.914286,1.452591658,0.002827556,0.126899997,25.0447,-80.3948,UK
2/1/08,Admiral,24.316061,1.335389707,0.00247989,0.120299997,25.0447,-80.3948,UK
3/1/08,Admiral,23.933455,1.565666358,0.00194689,0.133177773,25.0447,-80.3948,UK
4/1/08,Admiral,25.304863,1.836728983,0.001799112,0.14832222,25.0447,-80.3948,UK
5/1/08,Admiral,27.008627,2.037348337,0.001730223,0.159533328,25.0447,-80.3948,UK
6/1/08,Admiral,28.783665,1.911329932,0.001872112,0.152555552,25.0447,-80.3948,UK
7/1/08,Admiral,29.509892,2.239555173,0.00153989,0.170922218,25.0447,-80.3948,UK
8/1/08,Admiral,29.830074,2.247964263,0.001198779,0.171399997,25.0447,-80.3948,UK
9/1/08,Admiral,28.793087,1.91120108,0.001658668,0.152555555,25.0447,-80.3948,UK
10/1/08,Admiral,27.849314,1.947580443,0.002123001,0.154599998,25.0447,-80.3948,UK
11/1/08,Admiral,25.075666,2.130525748,0.00191289,0.164799997,25.0447,-80.3948,UK
12/1/08,Admiral,24.128008,1.533779939,0.002855445,0.131377771,25.0447,-80.3948,UK
1/1/09,Admiral,22.873482,1.505744153,0.001972668,0.129866663,25.0447,-80.3948,UK
2/1/09,Admiral,22.580162,1.594869071,0.001973779,0.134822216,25.0447,-80.3948,UK
3/1/09,Admiral,23.666574,1.608027485,0.001870112,0.13562222,25.0447,-80.3948,UK
4/1/09,Admiral,25.057133,2.011847576,0.001853001,0.158088884,25.0447,-80.3948,UK
5/1/09,Admiral,27.078753,2.097479807,0.00152239,0.162916662,25.0447,-80.3948,UK
6/1/09,Admiral,29.347483,2.097049978,0.001248668,0.162944444,25.0447,-80.3948,UK
7/1/09,Admiral,30.128788,2.638712671,0.001437001,0.193988881,25.0447,-80.3948,UK
8/1/09,Admiral,30.403482,1.901373651,0.001777001,0.151955548,25.0447,-80.3948,UK
9/1/09,Admiral,30.282501,1.747117201,0.001709001,0.143333332,25.0447,-80.3948,UK
10/1/09,Admiral,29.453583,1.898398042,0.001458334,0.151766663,25.0447,-80.3948,UK
11/1/09,Admiral,27.325314,2.170051628,0.002340223,0.167033331,25.0447,-80.3948,UK
12/1/09,Admiral,25.423927,1.458393666,0.003615112,0.127211109,25.0447,-80.3948,UK
1/1/10,Admiral,23.479513,1.596723967,0.00433789,0.134944442,25.0447,-80.3948,UK
2/1/10,Admiral,22.70976,1.599092563,0.003658556,0.13512222,25.0447,-80.3948,UK
3/1/10,Admiral,22.30366,1.781893187,0.00314189,0.145255551,25.0447,-80.3948,UK
4/1/10,Admiral,24.540344,1.635693789,0.002156334,0.137088887,25.0447,-80.3948,UK
5/1/10,Admiral,27.465675,2.081007163,0.001518334,0.161977771,25.0447,-80.3948,UK
6/1/10,Admiral,29.808302,2.260027329,0.00134989,0.172188883,25.0447,-80.3948,UK
7/1/10,Admiral,29.58865,2.077182598,0.001352001,0.162033326,25.0447,-80.3948,UK
8/1/10,Admiral,30.570496,1.945830597,0.001558112,0.154388886,25.0447,-80.3948,UK
9/1/10,Admiral,29.608067,1.880908966,0.001810112,0.150888887,25.0447,-80.3948,UK
10/1/10,Admiral,27.38721,2.198807213,0.001786668,0.168666661,25.0447,-80.3948,UK
11/1/10,Admiral,26.120598,2.126647671,0.002023779,0.164644438,25.0447,-80.3948,UK
12/1/10,Admiral,23.654686,1.460899207,0.002653445,0.127322219,25.0447,-80.3948,UK
1/1/11,Admiral,22.344734,1.418789665,0.002956556,0.124977772,25.0447,-80.3948,UK
2/1/11,Admiral,22.732025,1.423698823,0.002801445,0.125233331,25.0447,-80.3948,UK
3/1/11,Admiral,24.17957,1.626681752,0.002234668,0.136577775,25.0447,-80.3948,UK
4/1/11,Admiral,26.686462,1.916024831,0.002191001,0.152744441,25.0447,-80.3948,UK
5/1/11,Admiral,27.773546,2.149565909,0.002040112,0.165955553,25.0447,-80.3948,UK
6/1/11,Admiral,28.857222,1.91747884,0.001625112,0.152799995,25.0447,-80.3948,UK
7/1/11,Admiral,29.877602,1.91338551,0.001568001,0.152588884,25.0447,-80.3948,UK
8/1/11,Admiral,30.744938,2.001594437,0.001809723,0.157561107,25.0447,-80.3948,UK
9/1/11,Admiral,30.426497,2.036106401,0.001364779,0.15954444,25.0447,-80.3948,UK
10/1/11,Admiral,27.853752,1.917424825,0.002684223,0.152833334,25.0447,-80.3948,UK
11/1/11,Admiral,25.779379,1.800191932,0.00328889,0.146299998,25.0447,-80.3948,UK
12/1/11,Admiral,24.81916,1.332817382,0.003860001,0.120133331,25.0447,-80.3948,UK
1/1/12,Admiral,23.470297,1.283380866,0.002581779,0.117355554,25.0447,-80.3948,UK
2/1/12,Admiral,24.270718,1.464378701,0.002006779,0.127511109,25.0447,-80.3948,UK
3/1/12,Admiral,25.016785,1.376621445,0.002120334,0.122588883,25.0447,-80.3948,UK
4/1/12,Admiral,25.464365,1.80784252,0.001328112,0.146699995,25.0447,-80.3948,UK
5/1/12,Admiral,27.157936,1.883301351,0.001886556,0.150944445,25.0447,-80.3948,UK
6/1/12,Admiral,28.624844,2.082129028,0.001470668,0.162322218,25.0447,-80.3948,UK
7/1/12,Admiral,29.491554,2.129427936,0.001502556,0.16493333,25.0447,-80.3948,UK
8/1/12,Admiral,30.09719,1.905070119,0.001593223,0.152177773,25.0447,-80.3948,UK
9/1/12,Admiral,29.43121,2.387317234,0.00166989,0.179344444,25.0447,-80.3948,UK
10/1/12,Admiral,28.269884,1.861902091,0.00243589,0.149744439,25.0447,-80.3948,UK
11/1/12,Admiral,26.277018,2.01998508,0.00208689,0.158644443,25.0447,-80.3948,UK
12/1/12,Admiral,25.15911,1.425273657,0.002431668,0.125366665,25.0447,-80.3948,UK
1/1/13,Admiral,24.473122,1.377653625,0.002680668,0.122655554,25.0447,-80.3948,UK
2/1/13,Admiral,24.250444,1.477064874,0.002447556,0.128211111,25.0447,-80.3948,UK
3/1/13,Admiral,23.608574,1.712683466,0.001704668,0.141377775,25.0447,-80.3948,UK
4/1/13,Admiral,25.834307,1.781957852,0.002258223,0.145288883,25.0447,-80.3948,UK
5/1/13,Admiral,26.98482,2.426393376,0.001589779,0.181611107,25.0447,-80.3948,UK
6/1/13,Admiral,28.761253,1.988235301,0.001695556,0.15695555,25.0447,-80.3948,UK
7/1/13,Admiral,29.151316,1.912927018,0.001631001,0.152577774,25.0447,-80.3948,UK
8/1/13,Admiral,29.66056,1.900966167,0.002037112,0.152622218,25.0447,-80.3948,UK
9/1/13,Admiral,29.436794,1.890507076,0.001591556,0.151311106,25.0447,-80.3948,UK
10/1/13,Admiral,28.597664,2.030831085,0.001433334,0.159199993,25.0447,-80.3948,UK
11/1/13,Admiral,27.01099,1.980227338,0.002504112,0.156411108,25.0447,-80.3948,UK
12/1/13,Admiral,25.699533,1.566797574,0.003537668,0.133322219,25.0447,-80.3948,UK
1/1/14,Admiral,24.510532,1.545417905,0.001639112,0.132033329,25.0447,-80.3948,UK
2/1/14,Admiral,24.96122,1.507084343,0.002037779,0.129888885,25.0447,-80.3948,UK
3/1/14,Admiral,24.60749,1.926931514,0.00177989,0.15332222,25.0447,-80.3948,UK
4/1/14,Admiral,26.031118,2.278819905,0.001670779,0.173288882,25.0447,-80.3948,UK
5/1/14,Admiral,27.15915,2.021838135,0.001664001,0.158722215,25.0447,-80.3948,UK
6/1/14,Admiral,28.728645,2.009041535,0.001404779,0.157999996,25.0447,-80.3948,UK
7/1/14,Admiral,30.25902,2.057141768,0.00137389,0.160733326,25.0447,-80.3948,UK
8/1/14,Admiral,31.12282,2.650770638,0.001326668,0.194644441,25.0447,-80.3948,UK
9/1/14,Admiral,29.940067,1.821650532,0.002267334,0.147466661,25.0447,-80.3948,UK
10/1/14,Admiral,28.302094,1.857256757,0.00161989,0.149444441,25.0447,-80.3948,UK
11/1/14,Admiral,25.746073,1.913041327,0.002506445,0.152566656,25.0447,-80.3948,UK
12/1/14,Admiral,24.821995,1.822559608,0.002297334,0.147611103,25.0447,-80.3948,UK
1/1/15,Admiral,24.488033,1.514317248,0.002706445,0.130355553,25.0447,-80.3948,UK
2/1/15,Admiral,23.24064,1.437792778,0.002140668,0.126044441,25.0447,-80.3948,UK
3/1/15,Admiral,25.357313,1.735939794,0.002457445,0.142666661,25.0447,-80.3948,UK
4/1/15,Admiral,26.840431,1.591354171,0.00196989,0.134722221,25.0447,-80.3948,UK
5/1/15,Admiral,27.575203,2.230336004,0.001630334,0.17045555,25.0447,-80.3948,UK
6/1/15,Admiral,28.922686,1.96300292,0.001651445,0.155422214,25.0447,-80.3948,UK
7/1/15,Admiral,30.23019,2.151985288,0.001647223,0.166122215,25.0447,-80.3948,UK
8/1/15,Admiral,30.878563,1.991210156,0.001833112,0.156977774,25.0447,-80.3948,UK
9/1/15,Admiral,30.508108,2.077509602,0.001961112,0.162188886,25.0447,-80.3948,UK
10/1/15,Admiral,28.192268,2.069997112,0.002235556,0.161399995,25.0447,-80.3948,UK
11/1/15,Admiral,27.179892,1.617369519,0.003245223,0.136133331,25.0447,-80.3948,UK
12/1/15,Admiral,25.958914,1.876541734,0.004161779,0.150644443,25.0447,-80.3948,UK
1/1/16,Admiral,25.465298,1.355467717,0.004571334,0.121399999,25.0447,-80.3948,UK
2/1/16,Admiral,24.107418,1.351692094,0.003233112,0.121188885,25.0447,-80.3948,UK
3/1/16,Admiral,24.695635,1.538232591,0.00193689,0.131688888,25.0447,-80.3948,UK
4/1/16,Admiral,25.902348,1.863113668,0.001828556,0.149811107,25.0447,-80.3948,UK
5/1/16,Admiral,27.604973,1.85282686,0.001681779,0.149233328,25.0447,-80.3948,UK
6/1/16,Admiral,28.981619,2.297087669,0.001523334,0.17425555,25.0447,-80.3948,UK
7/1/16,Admiral,30.234764,1.924577422,0.002038556,0.153277775,25.0447,-80.3948,UK
8/1/16,Admiral,30.327553,1.63991344,0.001728445,0.137377775,25.0447,-80.3948,UK
9/1/16,Admiral,29.847181,2.20417734,0.001792445,0.168999996,25.0447,-80.3948,UK
10/1/16,Admiral,28.289127,1.789619817,0.00241889,0.145699996,25.0447,-80.3948,UK
11/1/16,Admiral,26.551897,2.615394778,0.003300779,0.192444439,25.0447,-80.3948,UK
12/1/16,Admiral,25.909437,1.430156244,0.00397189,0.125611108,25.0447,-80.3948,UK
1/1/17,Admiral,24.786354,1.425827424,0.002751779,0.125411107,25.0447,-80.3948,UK
2/1/17,Admiral,24.154388,1.491449555,0.002173223,0.129044439,25.0447,-80.3948,UK
3/1/17,Admiral,24.61517,1.562258177,0.002364223,0.133011108,25.0447,-80.3948,UK
4/1/17,Admiral,25.725128,1.502713495,0.002578223,0.129655552,25.0447,-80.3948,UK
5/1/17,Admiral,27.49981,1.682927529,0.001731001,0.139699994,25.0447,-80.3948,UK
6/1/17,Admiral,28.591444,1.938131544,0.00163789,0.15403333,25.0447,-80.3948,UK
7/1/17,Admiral,30.128597,2.164775239,0.001359779,0.166888886,25.0447,-80.3948,UK
8/1/17,Admiral,30.656881,2.091810981,0.001383556,0.162788883,25.0447,-80.3948,UK
9/1/17,Admiral,29.936666,2.781117121,0.001728334,0.202144441,25.0447,-80.3948,UK
10/1/17,Admiral,28.424429,1.506286422,0.002310556,0.129877774,25.0447,-80.3948,UK
11/1/17,Admiral,26.309832,1.840395239,0.00176489,0.148588886,25.0447,-80.3948,UK
12/1/17,Admiral,25.171335,1.587009099,0.001644001,0.134344443,25.0447,-80.3948,UK
1/1/18,Admiral,23.439949,1.769244591,0.00188889,0.144577776,25.0447,-80.3948,UK
2/1/18,Admiral,24.453575,1.391334587,0.002726223,0.12343333,25.0447,-80.3948,UK
3/1/18,Admiral,24.67555,1.623479644,0.001561445,0.136422219,25.0447,-80.3948,UK
4/1/18,Admiral,26.097643,1.990339955,0.00146089,0.156944436,25.0447,-80.3948,UK
5/1/18,Admiral,26.807316,1.737511012,0.001512556,0.143066664,25.0447,-80.3948,UK
6/1/18,Admiral,29.1348,2.405459166,0.00100289,0.180722218,25.0447,-80.3948,UK
7/1/18,Admiral,30.521162,2.345407195,0.001174112,0.177122219,25.0447,-80.3948,UK
8/1/18,Admiral,30.249258,1.643708719,0.001411779,0.13754444,25.0447,-80.3948,UK
9/1/18,Admiral,30.08245,2.11316367,0.001766445,0.163899995,25.0447,-80.3948,UK
10/1/18,Admiral,28.384212,1.639527109,0.001731223,0.137311111,25.0447,-80.3948,UK
11/1/18,Admiral,26.964033,1.612952683,0.001830112,0.135811107,25.0447,-80.3948,UK
12/1/18,Admiral,25.021101,1.481487711,0.002287112,0.128455551,25.0447,-80.3948,UK
1/1/19,Admiral,23.962328,1.500245306,0.003009334,0.129511105,25.0447,-80.3948,UK
2/1/19,Admiral,24.90287,1.586321937,0.002178112,0.134377771,25.0447,-80.3948,UK
3/1/19,Admiral,25.631721,1.742697438,0.001629112,0.143088885,25.0447,-80.3948,UK
4/1/19,Admiral,26.300568,2.138357374,0.001474668,0.165222218,25.0447,-80.3948,UK
5/1/19,Admiral,27.694815,1.996513764,0.001414445,0.157299997,25.0447,-80.3948,UK
6/1/19,Admiral,29.467003,2.256639944,0.001009779,0.171988888,25.0447,-80.3948,UK
7/1/19,Admiral,30.171421,1.97365978,0.001377223,0.156111108,25.0447,-80.3948,UK
8/1/19,Admiral,30.592054,2.243767964,0.001582001,0.171455549,25.0447,-80.3948,UK
9/1/19,Admiral,29.731588,2.278150015,0.001598779,0.173266662,25.0447,-80.3948,UK
10/1/19,Admiral,28.690407,1.749807093,0.001765112,0.143511105,25.0447,-80.3948,UK
11/1/19,Admiral,27.390768,1.621901366,0.001598112,0.136355556,25.0447,-80.3948,UK
12/1/19,Admiral,25.512547,1.556089732,0.002105112,0.132699995,25.0447,-80.3948,UK
1/1/20,Admiral,24.908657,1.427612517,0.003026223,0.12544444,25.0447,-80.3948,UK
2/1/20,Admiral,25.189138,1.380831043,0.002353445,0.122855553,25.0447,-80.3948,UK
3/1/20,Admiral,25.416965,1.383726729,0.001705445,0.122977775,25.0447,-80.3948,UK
4/1/20,Admiral,27.340593,2.116479913,0.001384556,0.164177775,25.0447,-80.3948,UK
5/1/20,Admiral,27.419556,2.139510949,0.001514668,0.16556666,25.0447,-80.3948,UK
6/1/20,Admiral,29.483055,1.805074904,0.00123589,0.14654444,25.0447,-80.3948,UK
7/1/20,Admiral,30.523838,2.115024991,0.001411001,0.164033332,25.0447,-80.3948,UK
8/1/20,Admiral,30.490177,1.687446303,0.00152889,0.139955552,25.0447,-80.3948,UK
9/1/20,Admiral,29.975311,2.181417028,0.001461223,0.167777773,25.0447,-80.3948,UK
10/1/20,Admiral,28.958984,1.790658805,0.001670779,0.145844441,25.0447,-80.3948,UK
11/1/20,Admiral,27.193428,1.71867062,0.004442112,0.141755549,25.0447,-80.3948,UK
12/1/20,Admiral,25.018267,1.533252716,0.002808445,0.131355552,25.0447,-80.3948,UK
1/1/21,Admiral,23.45104,1.531915797,0.001471445,0.131266662,25.0447,-80.3948,UK
2/1/21,Admiral,24.025492,1.506650276,0.002153556,0.129911108,25.0447,-80.3948,UK
3/1/21,Admiral,24.926483,1.553245438,0.001672445,0.132522217,25.0447,-80.3948,UK
4/1/21,Admiral,26.009792,2.117786169,0.001758668,0.16404444,25.0447,-80.3948,UK
5/1/21,Admiral,27.59137,2.06940488,0.001519556,0.161399999,25.0447,-80.3948,UK
6/1/21,Admiral,28.58415,1.614955306,0.002190334,0.136822219,25.0447,-80.3948,UK
7/1/21,Admiral,29.632256,1.748633318,0.001224556,0.143411107,25.0447,-80.3948,UK
8/1/21,Admiral,30.371796,1.838916461,0.001440668,0.148455552,25.0447,-80.3948,UK
9/1/21,Admiral,30.115519,2.021466189,0.001346223,0.158688885,25.0447,-80.3948,UK
10/1/21,Admiral,28.746809,2.030977594,0.00168089,0.159199996,25.0447,-80.3948,UK
11/1/21,Admiral,26.089773,2.114449766,0.001914334,0.16393333,25.0447,-80.3948,UK
12/1/21,Admiral,25.708866,1.494127923,0.001659445,0.129177774,25.0447,-80.3948,UK
1/1/22,Admiral,24.599552,1.552705275,0.002688223,0.132477774,25.0447,-80.3948,UK
2/1/22,Admiral,24.210243,1.537882328,0.002738112,0.131622219,25.0447,-80.3948,UK
3/1/22,Admiral,25.62122,1.618723551,0.002082112,0.136199998,25.0447,-80.3948,UK
4/1/22,Admiral,26.369682,1.971214387,0.00251589,0.15584444,25.0447,-80.3948,UK
5/1/22,Admiral,28.07652,2.120788455,0.001238556,0.164299995,25.0447,-80.3948,UK
6/1/22,Admiral,29.185417,2.174992839,0.001188445,0.167355554,25.0447,-80.3948,UK
7/1/22,Admiral,30.402412,1.896063805,0.001467779,0.151633329,25.0447,-80.3948,UK
8/1/22,Admiral,30.513044,1.823665116,0.001408001,0.147766665,25.0447,-80.3948,UK
9/1/22,Admiral,30.804329,2.142430372,0.001255112,0.165622219,25.0447,-80.3948,UK
10/1/22,Admiral,28.000984,2.515877061,0.001562334,0.186744438,25.0447,-80.3948,UK
11/1/22,Admiral,27.19713,2.33834321,0.001655112,0.176622219,25.0447,-80.3948,UK
12/1/22,Admiral,26.031904,2.096255302,0.001754223,0.162899999,25.0447,-80.3948,UK
1/1/23,Admiral,24.704573,1.556953245,0.001670556,0.132699994,25.0447,-80.3948,UK
2/1/23,Admiral,25.011705,1.671748731,0.002225167,0.139111105,25.0447,-80.3948,UK
3/1/23,Admiral,25.611368,1.899749438,0.001570001,0.151877772,25.0447,-80.3948,UK
4/1/23,Admiral,27.138353,1.951145066,0.001867445,0.154766662,25.0447,-80.3948,UK
5/1/23,Admiral,28.351498,2.294112576,0.001207445,0.174422221,25.0447,-80.3948,UK
6/1/23,Admiral,29.672354,2.044679138,0.001321112,0.160011108,25.0447,-80.3948,UK
7/1/23,Admiral,31.444868,2.303397761,0.001119112,0.174599999,25.0447,-80.3948,UK
8/1/23,Admiral,31.149086,2.042395631,0.001611779,0.159866662,25.0447,-80.3948,UK
9/1/23,Admiral,30.489895,1.805467089,0.001601445,0.146622219,25.0447,-80.3948,UK
10/1/23,Admiral,28.798946,2.428147157,0.00163789,0.181977769,25.0447,-80.3948,UK
11/1/23,Admiral,26.8606,1.825261725,0.003268779,0.147722219,25.0447,-80.3948,UK
12/1/23,Admiral,24.663124,2.149981247,0.003529556,0.166044439,25.0447,-80.3948,UK
1/1/24,Admiral,23.861233,1.53091024,0.003968667,0.131244443,25.0447,-80.3948,UK
2/1/24,Admiral,22.654463,1.514731381,0.002297779,0.13033333,25.0447,-80.3948,UK
3/1/24,Admiral,25.383888,1.6328065,0.001937223,0.136955554,25.0447,-80.3948,UK
4/1/24,Admiral,25.401978,1.671960817,0.002019223,0.139155555,25.0447,-80.3948,UK
5/1/24,Admiral,28.884373,1.950576954,0.001327556,0.154866662,25.0447,-80.3948,UK
6/1/24,Admiral,29.467476,2.611723132,0.001607334,0.192655547,25.0447,-80.3948,UK
7/1/24,Admiral,30.518381,2.021464705,0.001892445,0.158788888,25.0447,-80.3948,UK
8/1/24,Admiral,30.738071,1.627658606,0.001223223,0.13661111,25.0447,-80.3948,UK
9/1/24,Admiral,30.600145,1.630951616,0.001654779,0.136855554,25.0447,-80.3948,UK
10/1/24,Admiral,28.481123,1.740519192,0.002381334,0.143177773,25.0447,-80.3948,UK
11/1/24,Admiral,27.236965,1.494091974,0.003694112,0.129155554,25.0447,-80.3948,UK
12/1/24,Admiral,25.495401,1.684470495,0.003252779,0.139877771,25.0447,-80.3948,UK
1/1/25,Admiral,23.74311,1.615295556,0.002310556,0.135955551,25.0447,-80.3948,UK
2/1/25,Admiral,24.569967,1.339656631,0.001790334,0.120544442,25.0447,-80.3948,UK
3/1/25,Admiral,24.618889,1.723273714,0.00175689,0.141999998,25.0447,-80.3948,UK
4/1/25,Admiral,25.959934,1.878024936,0.001786779,0.151488889,25.0447,-80.3948,UK
5/1/25,Admiral,28.106144,2.060061428,0.001241445,0.161011108,25.0447,-80.3948,UK
6/1/25,Admiral,29.076708,1.68211872,0.001536668,0.139677775,25.0447,-80.3948,UK
7/1/25,Admiral,29.824759,2.186286198,0.001501334,0.168222219,25.0447,-80.3948,UK
8/1/25,Admiral,31.143593,2.214268247,0.00130689,0.169622216,25.0447,-80.3948,UK
9/1/25,Admiral,30.46013,3.171913518,0.001330779,0.232033334,25.0447,-80.3948,UK
10/1/25,Admiral,28.577705,,,,25.0447,-80.3948,UK
11/1/25,Admiral,26.960978,,,,25.0447,-80.3948,UK
12/1/25,Admiral,25.943403,,,,25.0447,-80.3948,UK
6/1/02,Alligator Deep,28.24387,,,,24.8452,-80.6209,MK
7/1/02,Alligator Deep,29.551964,1.058832061,0.000723779,0.102188887,24.8452,-80.6209,MK
8/1/02,Alligator Deep,30.071968,0.708201693,0.000633779,0.081711108,24.8452,-80.6209,MK
9/1/02,Alligator Deep,29.437876,0.637241592,0.000736334,0.077599998,24.8452,-80.6209,MK
10/1/02,Alligator Deep,28.712032,0.863592065,0.000704112,0.090711109,24.8452,-80.6209,MK
11/1/02,Alligator Deep,26.90625,0.790475933,0.000902445,0.086688888,24.8452,-80.6209,MK
12/1/02,Alligator Deep,24.999655,0.950805108,0.001323223,0.096688886,24.8452,-80.6209,MK
