year,region,habitat,site_code,site_name,station,points,percent_cover,group_coarse,group_fine
1996,LK,BCP,2P1,Smith Shoal,391,495,0.054545455,Stony coral,Stony_coral
1996,LK,BCP,2P1,Smith Shoal,391,495,0.014141414,Stony coral,Stony_coral
1996,LK,BCP,2P1,Smith Shoal,391,495,0.066666667,Stony coral,Stony_coral
1996,LK,BCP,2P1,Smith Shoal,391,495,0.004040404,Stony coral,Stony_coral
1996,LK,BCP,2P1,Smith Shoal,391,495,0.721212121,Substrate,Substratum_turf
1996,LK,BCP,2P1,Smith Shoal,392,564,0.053191489,Macroalgae,Macroalgae
1996,LK,BCP,2P1,Smith Shoal,392,564,0.008865248,Octocoral,Octocoral
1996,LK,BCP,2P1,Smith Shoal,392,564,0.026595745,Porifera,Sponge_other
1996,LK,BCP,2P1,Smith Shoal,392,564,0.008865248,Stony coral,Millepora
1996,LK,BCP,2P1,Smith Shoal,392,564,0.053191489,Stony coral,Stony_coral
1996,LK,BCP,2P1,Smith Shoal,392,564,0.035460993,Stony coral,Stony_coral
1996,LK,BCP,2P1,Smith Shoal,392,564,0.003546099,Stony coral,Stony_coral
1996,LK,BCP,2P1,Smith Shoal,392,564,0.008865248,Stony coral,Stony_coral
1996,LK,BCP,2P1,Smith Shoal,392,564,0.80141844,Substrate,Substratum_turf
1996,LK,BCP,2P1,Smith Shoal,393,550,0.041818182,Macroalgae,Macroalgae
1996,LK,BCP,2P1,Smith Shoal,393,550,0.025454545,Octocoral,Octocoral
1996,LK,BCP,2P1,Smith Shoal,393,550,0.043636364,Porifera,Sponge_other
1996,LK,BCP,2P1,Smith Shoal,393,550,0.02,Stony coral,Millepora
1996,LK,BCP,2P1,Smith Shoal,393,550,0.009090909,Stony coral,Stony_coral
1996,LK,BCP,2P1,Smith Shoal,393,550,0.001818182,Stony coral,Stony_coral
1996,LK,BCP,2P1,Smith Shoal,393,550,0.014545455,Stony coral,Stony_coral
1996,LK,BCP,2P1,Smith Shoal,393,550,0.012727273,Stony coral,Stony_coral
1996,LK,BCP,2P1,Smith Shoal,393,550,0.001818182,Stony coral,Stony_coral
1996,LK,BCP,2P1,Smith Shoal,393,550,0.003636364,Stony coral,Stony_coral
1996,LK,BCP,2P1,Smith Shoal,393,550,0.825454545,Substrate,Substratum_turf
1996,LK,BCP,2P1,Smith Shoal,394,539,0.055658627,Macroalgae,Macroalgae
1996,LK,BCP,2P1,Smith Shoal,394,539,0.011131725,Octocoral,Octocoral
1996,LK,BCP,2P1,Smith Shoal,394,539,0.024118738,Porifera,Sponge_other
1996,LK,BCP,2P1,Smith Shoal,394,539,0.024118738,Stony coral,Millepora
1996,LK,BCP,2P1,Smith Shoal,394,539,0.038961039,Stony coral,Stony_coral
1996,LK,BCP,2P1,Smith Shoal,394,539,0.165120594,Stony coral,Stony_coral
1996,LK,BCP,2P1,Smith Shoal,394,539,0.020408163,Stony coral,Stony_coral
1996,LK,BCP,2P1,Smith Shoal,394,539,0.048237477,Stony coral,Stony_coral
1996,LK,BCP,2P1,Smith Shoal,394,539,0.612244898,Substrate,Substratum_turf
1996,LK,OD,5D2,Looe Key Deep,771,900,0.08,Macroalgae,Macroalgae
1996,LK,OD,5D2,Looe Key Deep,771,900,0.147777778,Octocoral,Octocoral
1996,LK,OD,5D2,Looe Key Deep,771,900,0.057777778,Porifera,Sponge_other
1996,LK,OD,5D2,Looe Key Deep,771,900,0.015555556,Stony coral,Millepora
1996,LK,OD,5D2,Looe Key Deep,771,900,0.016666667,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,771,900,0.041111111,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,771,900,0.007777778,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,771,900,0.001111111,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,771,900,0.004444444,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,771,900,0.012222222,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,771,900,0.615555556,Substrate,Substratum_turf
1996,LK,OD,5D2,Looe Key Deep,772,590,0.337288136,Macroalgae,Macroalgae
1996,LK,OD,5D2,Looe Key Deep,772,590,0.133898305,Octocoral,Octocoral
1996,LK,OD,5D2,Looe Key Deep,772,590,0.050847458,Porifera,Sponge_other
1996,LK,OD,5D2,Looe Key Deep,772,590,0.003389831,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,772,590,0.001694915,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,772,590,0.015254237,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,772,590,0.003389831,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,772,590,0.001694915,Stony coral,Millepora
1996,LK,OD,5D2,Looe Key Deep,772,590,0.001694915,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,772,590,0.005084746,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,772,590,0.001694915,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,772,590,0.001694915,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,772,590,0.001694915,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,772,590,0.018644068,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,772,590,0.005084746,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,772,590,0.415254237,Substrate,Substratum_turf
1996,LK,OD,5D2,Looe Key Deep,772,590,0.001694915,Zoanthidea,Cnidaria_other
1996,LK,OD,5D2,Looe Key Deep,773,600,0.08,Macroalgae,Macroalgae
1996,LK,OD,5D2,Looe Key Deep,773,600,0.175,Octocoral,Octocoral
1996,LK,OD,5D2,Looe Key Deep,773,600,0.021666667,Porifera,Sponge_other
1996,LK,OD,5D2,Looe Key Deep,773,600,0.01,Stony coral,Millepora
1996,LK,OD,5D2,Looe Key Deep,773,600,0.006666667,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,773,600,0.011666667,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,773,600,0.01,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,773,600,0.015,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,773,600,0.653333333,Substrate,Substratum_turf
1996,LK,OD,5D2,Looe Key Deep,773,600,0.016666667,Zoanthidea,Cnidaria_other
1996,LK,OD,5D2,Looe Key Deep,774,596,0.052013423,Macroalgae,Macroalgae
1996,LK,OD,5D2,Looe Key Deep,774,596,0.17114094,Octocoral,Octocoral
1996,LK,OD,5D2,Looe Key Deep,774,596,0.02852349,Porifera,Sponge_other
1996,LK,OD,5D2,Looe Key Deep,774,596,0.005033557,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,774,596,0.001677852,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,774,596,0.003355705,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,774,596,0.006711409,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,774,596,0.013422819,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,774,596,0.003355705,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,774,596,0.010067114,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,774,596,0.026845638,Stony coral,Stony_coral
1996,LK,OD,5D2,Looe Key Deep,774,596,0.677852349,Substrate,Substratum_turf
1996,LK,OD,5D3,Eastern Sambo Deep,781,600,0.146666667,Macroalgae,Macroalgae
1996,LK,OD,5D3,Eastern Sambo Deep,781,600,0.09,Octocoral,Octocoral
1996,LK,OD,5D3,Eastern Sambo Deep,781,600,0.031666667,Porifera,Sponge_other
1996,LK,OD,5D3,Eastern Sambo Deep,781,600,0.005,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,781,600,0.051666667,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,781,600,0.001666667,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,781,600,0.001666667,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,781,600,0.015,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,781,600,0.021666667,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,781,600,0.005,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,781,600,0.63,Substrate,Substratum_turf
1996,LK,OD,5D3,Eastern Sambo Deep,782,604,0.082781457,Macroalgae,Macroalgae
1996,LK,OD,5D3,Eastern Sambo Deep,782,604,0.089403974,Octocoral,Octocoral
1996,LK,OD,5D3,Eastern Sambo Deep,782,604,0.018211921,Porifera,Sponge_other
1996,LK,OD,5D3,Eastern Sambo Deep,782,604,0.008278146,Stony coral,Millepora
1996,LK,OD,5D3,Eastern Sambo Deep,782,604,0.008278146,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,782,604,0.072847682,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,782,604,0.001655629,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,782,604,0.01986755,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,782,604,0.018211921,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,782,604,0.001655629,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,782,604,0.001655629,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,782,604,0.677152318,Substrate,Substratum_turf
1996,LK,OD,5D3,Eastern Sambo Deep,783,513,0.023391813,Macroalgae,Macroalgae
1996,LK,OD,5D3,Eastern Sambo Deep,783,513,0.116959064,Octocoral,Octocoral
1996,LK,OD,5D3,Eastern Sambo Deep,783,513,0.066276803,Porifera,Sponge_other
1996,LK,OD,5D3,Eastern Sambo Deep,783,513,0.001949318,Stony coral,Millepora
1996,LK,OD,5D3,Eastern Sambo Deep,783,513,0.023391813,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,783,513,0.001949318,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,783,513,0.001949318,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,783,513,0.013645224,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,783,513,0.001949318,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,783,513,0.748538012,Substrate,Substratum_turf
1996,LK,OD,5D3,Eastern Sambo Deep,784,596,0.053691275,Macroalgae,Macroalgae
1996,LK,OD,5D3,Eastern Sambo Deep,784,596,0.055369128,Octocoral,Octocoral
1996,LK,OD,5D3,Eastern Sambo Deep,784,596,0.087248322,Porifera,Sponge_other
1996,LK,OD,5D3,Eastern Sambo Deep,784,596,0.005033557,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,784,596,0.005033557,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,784,596,0.001677852,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,784,596,0.003355705,Stony coral,Millepora
1996,LK,OD,5D3,Eastern Sambo Deep,784,596,0.006711409,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,784,596,0.041946309,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,784,596,0.015100671,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,784,596,0.006711409,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,784,596,0.010067114,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,784,596,0.020134228,Stony coral,Stony_coral
1996,LK,OD,5D3,Eastern Sambo Deep,784,596,0.687919463,Substrate,Substratum_turf
1996,LK,OD,5D4,Western Sambo Deep,791,565,0.557522124,Macroalgae,Macroalgae
1996,LK,OD,5D4,Western Sambo Deep,791,565,0.102654867,Octocoral,Octocoral
1996,LK,OD,5D4,Western Sambo Deep,791,565,0.021238938,Porifera,Sponge_other
1996,LK,OD,5D4,Western Sambo Deep,791,565,0.014159292,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,791,565,0.001769912,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,791,565,0.03539823,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,791,565,0.001769912,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,791,565,0.003539823,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,791,565,0.005309735,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,791,565,0.008849558,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,791,565,0.003539823,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,791,565,0.244247788,Substrate,Substratum_turf
1996,LK,OD,5D4,Western Sambo Deep,792,507,0.327416174,Macroalgae,Macroalgae
1996,LK,OD,5D4,Western Sambo Deep,792,507,0.078895464,Octocoral,Octocoral
1996,LK,OD,5D4,Western Sambo Deep,792,507,0.035502959,Porifera,Sponge_other
1996,LK,OD,5D4,Western Sambo Deep,792,507,0.041420118,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,792,507,0.001972387,Stony coral,Millepora
1996,LK,OD,5D4,Western Sambo Deep,792,507,0.001972387,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,792,507,0.01183432,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,792,507,0.00591716,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,792,507,0.013806706,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,792,507,0.001972387,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,792,507,0.479289941,Substrate,Substratum_turf
1996,LK,OD,5D4,Western Sambo Deep,793,639,0.486697966,Macroalgae,Macroalgae
1996,LK,OD,5D4,Western Sambo Deep,793,639,0.100156495,Octocoral,Octocoral
1996,LK,OD,5D4,Western Sambo Deep,793,639,0.012519562,Porifera,Sponge_other
1996,LK,OD,5D4,Western Sambo Deep,793,639,0.064162754,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,793,639,0.001564945,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,793,639,0.004694836,Stony coral,Millepora
1996,LK,OD,5D4,Western Sambo Deep,793,639,0.007824726,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,793,639,0.010954617,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,793,639,0.00312989,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,793,639,0.001564945,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,793,639,0.001564945,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,793,639,0.305164319,Substrate,Substratum_turf
1996,LK,OD,5D4,Western Sambo Deep,794,600,0.535,Macroalgae,Macroalgae
1996,LK,OD,5D4,Western Sambo Deep,794,600,0.04,Octocoral,Octocoral
1996,LK,OD,5D4,Western Sambo Deep,794,600,0.013333333,Porifera,Sponge_other
1996,LK,OD,5D4,Western Sambo Deep,794,600,0.111666667,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,794,600,0.003333333,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,794,600,0.011666667,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,794,600,0.001666667,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,794,600,0.003333333,Stony coral,Stony_coral
1996,LK,OD,5D4,Western Sambo Deep,794,600,0.28,Substrate,Substratum_turf
1996,LK,OD,5D5,Rock Key Deep,801,500,0.022,Macroalgae,Macroalgae
1996,LK,OD,5D5,Rock Key Deep,801,500,0.144,Octocoral,Octocoral
1996,LK,OD,5D5,Rock Key Deep,801,500,0.03,Porifera,Sponge_other
1996,LK,OD,5D5,Rock Key Deep,801,500,0.012,Stony coral,Millepora
1996,LK,OD,5D5,Rock Key Deep,801,500,0.01,Stony coral,Stony_coral
1996,LK,OD,5D5,Rock Key Deep,801,500,0.008,Stony coral,Stony_coral
1996,LK,OD,5D5,Rock Key Deep,801,500,0.002,Stony coral,Stony_coral
1996,LK,OD,5D5,Rock Key Deep,801,500,0.02,Stony coral,Stony_coral
1996,LK,OD,5D5,Rock Key Deep,801,500,0.008,Stony coral,Stony_coral
1996,LK,OD,5D5,Rock Key Deep,801,500,0.736,Substrate,Substratum_turf
1996,LK,OD,5D5,Rock Key Deep,801,500,0.008,Zoanthidea,Cnidaria_other
1996,LK,OD,5D5,Rock Key Deep,802,489,0.102249489,Octocoral,Octocoral
1996,LK,OD,5D5,Rock Key Deep,802,489,0.030674847,Porifera,Sponge_other
1996,LK,OD,5D5,Rock Key Deep,802,489,0.018404908,Stony coral,Stony_coral
1996,LK,OD,5D5,Rock Key Deep,802,489,0.008179959,Stony coral,Stony_coral
1996,LK,OD,5D5,Rock Key Deep,802,489,0.006134969,Stony coral,Millepora
1996,LK,OD,5D5,Rock Key Deep,802,489,0.00408998,Stony coral,Stony_coral
1996,LK,OD,5D5,Rock Key Deep,802,489,0.022494888,Stony coral,Stony_coral
1996,LK,OD,5D5,Rock Key Deep,802,489,0.00408998,Stony coral,Stony_coral
1996,LK,OD,5D5,Rock Key Deep,802,489,0.00204499,Stony coral,Stony_coral
1996,LK,OD,5D5,Rock Key Deep,802,489,0.010224949,Stony coral,Stony_coral
1996,LK,OD,5D5,Rock Key Deep,802,489,0.787321063,Substrate,Substratum_turf
1996,LK,OD,5D5,Rock Key Deep,802,489,0.00408998,Zoanthidea,Cnidaria_other
1996,LK,OD,5D5,Rock Key Deep,803,589,0.001697793,Macroalgae,Macroalgae
1996,LK,OD,5D5,Rock Key Deep,803,589,0.14770798,Octocoral,Octocoral
1996,LK,OD,5D5,Rock Key Deep,803,589,0.020373514,Porifera,Sponge_other
1996,LK,OD,5D5,Rock Key Deep,803,589,0.010186757,Stony coral,Stony_coral
1996,LK,OD,5D5,Rock Key Deep,803,589,0.003395586,Stony coral,Stony_coral
1996,LK,OD,5D5,Rock Key Deep,803,589,0.001697793,Stony coral,Stony_coral
1996,LK,OD,5D5,Rock Key Deep,803,589,0.003395586,Stony coral,Stony_coral
1996,LK,OD,5D5,Rock Key Deep,803,589,0.003395586,Stony coral,Stony_coral
1996,LK,OD,5D5,Rock Key Deep,803,589,0.808149406,Substrate,Substratum_turf
1996,LK,OD,5D5,Rock Key Deep,804,502,0.029880478,Macroalgae,Macroalgae
1996,LK,OD,5D5,Rock Key Deep,804,502,0.133466135,Octocoral,Octocoral
1996,LK,OD,5D5,Rock Key Deep,804,502,0.057768924,Porifera,Sponge_other
1996,LK,OD,5D5,Rock Key Deep,804,502,0.009960159,Stony coral,Millepora
1996,LK,OD,5D5,Rock Key Deep,804,502,0.003984064,Stony coral,Stony_coral
1996,LK,OD,5D5,Rock Key Deep,804,502,0.023904382,Stony coral,Stony_coral
1996,LK,OD,5D5,Rock Key Deep,804,502,0.001992032,Stony coral,Stony_coral
1996,LK,OD,5D5,Rock Key Deep,804,502,0.001992032,Stony coral,Stony_coral
1996,LK,OD,5D5,Rock Key Deep,804,502,0.003984064,Stony coral,Stony_coral
1996,LK,OD,5D5,Rock Key Deep,804,502,0.719123506,Substrate,Substratum_turf
1996,LK,OD,5D5,Rock Key Deep,804,502,0.013944223,Zoanthidea,Cnidaria_other
1996,LK,OD,2D1,Sand Key Deep,811,566,0.017667845,Macroalgae,Macroalgae
1996,LK,OD,2D1,Sand Key Deep,811,566,0.065371025,Octocoral,Octocoral
1996,LK,OD,2D1,Sand Key Deep,811,566,0.019434629,Porifera,Sponge_other
1996,LK,OD,2D1,Sand Key Deep,811,566,0.001766784,Seagrass,Seagrass
1996,LK,OD,2D1,Sand Key Deep,811,566,0.01590106,Stony coral,Millepora
1996,LK,OD,2D1,Sand Key Deep,811,566,0.005300353,Stony coral,Stony_coral
1996,LK,OD,2D1,Sand Key Deep,811,566,0.003533569,Stony coral,Stony_coral
1996,LK,OD,2D1,Sand Key Deep,811,566,0.056537102,Stony coral,Stony_coral
1996,LK,OD,2D1,Sand Key Deep,811,566,0.005300353,Stony coral,Stony_coral
1996,LK,OD,2D1,Sand Key Deep,811,566,0.010600707,Stony coral,Stony_coral
1996,LK,OD,2D1,Sand Key Deep,811,566,0.798586572,Substrate,Substratum_turf
1996,LK,OD,2D1,Sand Key Deep,812,590,0.047457627,Macroalgae,Macroalgae
1996,LK,OD,2D1,Sand Key Deep,812,590,0.133898305,Octocoral,Octocoral
1996,LK,OD,2D1,Sand Key Deep,812,590,0.022033898,Porifera,Sponge_other
1996,LK,OD,2D1,Sand Key Deep,812,590,0.003389831,Stony coral,Stony_coral
1996,LK,OD,2D1,Sand Key Deep,812,590,0.001694915,Stony coral,Stony_coral
1996,LK,OD,2D1,Sand Key Deep,812,590,0.049152542,Stony coral,Stony_coral
1996,LK,OD,2D1,Sand Key Deep,812,590,0.001694915,Stony coral,Stony_coral
1996,LK,OD,2D1,Sand Key Deep,812,590,0.003389831,Stony coral,Stony_coral
1996,LK,OD,2D1,Sand Key Deep,812,590,0.705084746,Substrate,Substratum_turf
1996,LK,OD,2D1,Sand Key Deep,812,590,0.03220339,Zoanthidea,Cnidaria_other
1996,LK,OD,2D1,Sand Key Deep,813,589,0.005093379,Macroalgae,Macroalgae
1996,LK,OD,2D1,Sand Key Deep,813,589,0.112054329,Octocoral,Octocoral
1996,LK,OD,2D1,Sand Key Deep,813,589,0.028862479,Porifera,Sponge_other
1996,LK,OD,2D1,Sand Key Deep,813,589,0.005093379,Stony coral,Stony_coral
1996,LK,OD,2D1,Sand Key Deep,813,589,0.006791171,Stony coral,Stony_coral
1996,LK,OD,2D1,Sand Key Deep,813,589,0.001697793,Stony coral,Millepora
1996,LK,OD,2D1,Sand Key Deep,813,589,0.003395586,Stony coral,Stony_coral
1996,LK,OD,2D1,Sand Key Deep,813,589,0.042444822,Stony coral,Stony_coral
1996,LK,OD,2D1,Sand Key Deep,813,589,0.001697793,Stony coral,Stony_coral
1996,LK,OD,2D1,Sand Key Deep,813,589,0.001697793,Stony coral,Stony_coral
1996,LK,OD,2D1,Sand Key Deep,813,589,0.784380306,Substrate,Substratum_turf
1996,LK,OD,2D1,Sand Key Deep,813,589,0.006791171,Zoanthidea,Cnidaria_other
1996,LK,OD,2D1,Sand Key Deep,814,757,0.011889036,Macroalgae,Macroalgae
1996,LK,OD,2D1,Sand Key Deep,814,757,0.147952444,Octocoral,Octocoral
1996,LK,OD,2D1,Sand Key Deep,814,757,0.021136063,Porifera,Sponge_other
1996,LK,OD,2D1,Sand Key Deep,814,757,0.002642008,Stony coral,Stony_coral
1996,LK,OD,2D1,Sand Key Deep,814,757,0.002642008,Stony coral,Stony_coral
1996,LK,OD,2D1,Sand Key Deep,814,757,0.023778071,Stony coral,Stony_coral
1996,LK,OD,2D1,Sand Key Deep,814,757,0.005284016,Stony coral,Stony_coral
1996,LK,OD,2D1,Sand Key Deep,814,757,0.779392338,Substrate,Substratum_turf
1996,LK,OD,2D1,Sand Key Deep,814,757,0.005284016,Zoanthidea,Cnidaria_other
1996,LK,OS,5S2,Looe Key Shallow,571,620,0.032258065,Macroalgae,Macroalgae
1996,LK,OS,5S2,Looe Key Shallow,571,620,0.146774194,Octocoral,Octocoral
1996,LK,OS,5S2,Looe Key Shallow,571,620,0.024193548,Porifera,Sponge_other
1996,LK,OS,5S2,Looe Key Shallow,571,620,0.059677419,Stony coral,Stony_coral
1996,LK,OS,5S2,Looe Key Shallow,571,620,0.019354839,Stony coral,Millepora
1996,LK,OS,5S2,Looe Key Shallow,571,620,0.00483871,Stony coral,Stony_coral
1996,LK,OS,5S2,Looe Key Shallow,571,620,0.083870968,Stony coral,Stony_coral
1996,LK,OS,5S2,Looe Key Shallow,571,620,0.00483871,Stony coral,Stony_coral
1996,LK,OS,5S2,Looe Key Shallow,571,620,0.003225806,Stony coral,Stony_coral
1996,LK,OS,5S2,Looe Key Shallow,571,620,0.577419355,Substrate,Substratum_turf
1996,LK,OS,5S2,Looe Key Shallow,571,620,0.043548387,Zoanthidea,Cnidaria_other
1996,LK,OS,5S2,Looe Key Shallow,572,600,0.061666667,Macroalgae,Macroalgae
1996,LK,OS,5S2,Looe Key Shallow,572,600,0.063333333,Octocoral,Octocoral
1996,LK,OS,5S2,Looe Key Shallow,572,600,0.013333333,Porifera,Sponge_other
1996,LK,OS,5S2,Looe Key Shallow,572,600,0.006666667,Stony coral,Stony_coral
1996,LK,OS,5S2,Looe Key Shallow,572,600,0.001666667,Stony coral,Stony_coral
1996,LK,OS,5S2,Looe Key Shallow,572,600,0.053333333,Stony coral,Stony_coral
1996,LK,OS,5S2,Looe Key Shallow,572,600,0.011666667,Stony coral,Stony_coral
1996,LK,OS,5S2,Looe Key Shallow,572,600,0.075,Stony coral,Stony_coral
1996,LK,OS,5S2,Looe Key Shallow,572,600,0.005,Stony coral,Stony_coral
1996,LK,OS,5S2,Looe Key Shallow,572,600,0.005,Stony coral,Stony_coral
1996,LK,OS,5S2,Looe Key Shallow,572,600,0.001666667,Stony coral,Stony_coral
