year,region,habitat,site_code,site_name,station,points,percent_cover,id,group_coarse,group_fine
2003,PB,Nearshore,PB1,Palm Beach 1,841,694,0,Seagrass,Seagrass,Seagrass
2003,PB,Nearshore,PB1,Palm Beach 1,841,694,0.119596542,Porifera,Porifera,Sponge_other
2003,PB,Nearshore,PB1,Palm Beach 1,841,694,0.040345821,Octocorallia,Octocoral,Octocoral
2003,PB,Nearshore,PB1,Palm Beach 1,841,694,0,Oculina robusta,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,841,694,0,Diadema antillarum,Urchins,Unknown
2003,PB,Nearshore,PB1,Palm Beach 1,841,694,0.004322767,Zoanthidea,Zoanthidea,Cnidaria_other
2003,PB,Nearshore,PB1,Palm Beach 1,841,694,0.791066282,Substrate,Substrate,Substratum_turf
2003,PB,Nearshore,PB1,Palm Beach 1,841,694,0.034582133,Other biota 1,Others,Other
2003,PB,Nearshore,PB1,Palm Beach 1,841,694,0,Other biota 1,Others,Other
2003,PB,Nearshore,PB1,Palm Beach 1,841,694,0,Balanophyllia floiridana,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,841,694,0,Acropora prolifera,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Acropora palmata,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Acropora cervicornis,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Mycetophyllia lamarckiana complex,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Mycetophyllia ferox,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Mycetophyllia lamarckiana complex,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Mycetophyllia aliciae,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Solenastrea hyades,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Undaria agaricites complex,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Agaricia lamarcki,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Agaricia fragilis,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Helioseris cucullata,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Colpophyllia natans,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Scolymia sp.,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Scolymia sp.,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Mussa angulosa,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Orbicella annularis complex,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Montastraea cavernosa,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Dendrogyra cylindrus,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Manicina areolata,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Favia fragum,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Siderastrea radians,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Siderastrea siderea,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Dichocoenia stokesii,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Stephanocoenia intersepta,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Pseudodiploria strigosa,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Pseudodiploria clivosa,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Diploria labyrinthiformis,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Isophyllia sinuosa,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Isophyllia rigida,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Porites porites complex,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Porites astreoides,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Madracis decactis complex,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Millepora alcicornis,StonyCoral,Millepora
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Millepora complanata,StonyCoral,Millepora
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Eusmilia fastigiata,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Oculina diffusa,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Cladocora arbuscula,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0.005706134,Meandrina meandrites,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Solenastrea bournoni,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Madracis aurentenra,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Scleractinia,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Phyllangia americana,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Astrangia poculata,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Porites astreoides,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Astrangia solitaria,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Madracis decactis complex,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Macroalgae,Macroalgae,Macroalgae
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Seagrass,Seagrass,Seagrass
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0.082738944,Porifera,Porifera,Sponge_other
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0.015691869,Octocorallia,Octocoral,Octocoral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Oculina robusta,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Diadema antillarum,Urchins,Unknown
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0.001426534,Zoanthidea,Zoanthidea,Cnidaria_other
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0.875891583,Substrate,Substrate,Substratum_turf
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0.018544936,Other biota 1,Others,Other
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Other biota 1,Others,Other
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Balanophyllia floiridana,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,842,701,0,Acropora prolifera,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Acropora palmata,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Acropora cervicornis,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Mycetophyllia lamarckiana complex,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Mycetophyllia ferox,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Mycetophyllia lamarckiana complex,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Mycetophyllia aliciae,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Solenastrea hyades,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Undaria agaricites complex,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Agaricia lamarcki,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Agaricia fragilis,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Helioseris cucullata,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Colpophyllia natans,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Scolymia sp.,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Scolymia sp.,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Mussa angulosa,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Orbicella annularis complex,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Montastraea cavernosa,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Dendrogyra cylindrus,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Manicina areolata,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Favia fragum,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Siderastrea radians,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Siderastrea siderea,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Dichocoenia stokesii,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Stephanocoenia intersepta,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Pseudodiploria strigosa,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Pseudodiploria clivosa,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Diploria labyrinthiformis,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Isophyllia sinuosa,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Isophyllia rigida,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Porites porites complex,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Porites astreoides,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Madracis decactis complex,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Millepora alcicornis,StonyCoral,Millepora
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Millepora complanata,StonyCoral,Millepora
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Eusmilia fastigiata,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Oculina diffusa,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Cladocora arbuscula,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Meandrina meandrites,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Solenastrea bournoni,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Madracis aurentenra,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Scleractinia,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Phyllangia americana,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Astrangia poculata,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Porites astreoides,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Astrangia solitaria,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Madracis decactis complex,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0.004424779,Macroalgae,Macroalgae,Macroalgae
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Seagrass,Seagrass,Seagrass
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0.10619469,Porifera,Porifera,Sponge_other
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0.026548673,Octocorallia,Octocoral,Octocoral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Oculina robusta,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Diadema antillarum,Urchins,Unknown
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0.017699115,Zoanthidea,Zoanthidea,Cnidaria_other
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0.817109145,Substrate,Substrate,Substratum_turf
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0.028023599,Other biota 1,Others,Other
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Other biota 1,Others,Other
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Balanophyllia floiridana,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,843,678,0,Acropora prolifera,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Acropora palmata,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Acropora cervicornis,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Mycetophyllia lamarckiana complex,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Mycetophyllia ferox,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Mycetophyllia lamarckiana complex,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Mycetophyllia aliciae,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Solenastrea hyades,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Undaria agaricites complex,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Agaricia lamarcki,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Agaricia fragilis,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Helioseris cucullata,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Colpophyllia natans,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Scolymia sp.,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Scolymia sp.,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Mussa angulosa,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Orbicella annularis complex,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Montastraea cavernosa,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Dendrogyra cylindrus,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Manicina areolata,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Favia fragum,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Siderastrea radians,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Siderastrea siderea,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Dichocoenia stokesii,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Stephanocoenia intersepta,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Pseudodiploria strigosa,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0.003072197,Pseudodiploria clivosa,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Diploria labyrinthiformis,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Isophyllia sinuosa,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Isophyllia rigida,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Porites porites complex,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Porites astreoides,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Madracis decactis complex,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Millepora alcicornis,StonyCoral,Millepora
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Millepora complanata,StonyCoral,Millepora
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Eusmilia fastigiata,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Oculina diffusa,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Cladocora arbuscula,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Meandrina meandrites,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0.004608295,Solenastrea bournoni,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Madracis aurentenra,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Scleractinia,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Phyllangia americana,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Astrangia poculata,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Porites astreoides,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Astrangia solitaria,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Madracis decactis complex,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0.001536098,Macroalgae,Macroalgae,Macroalgae
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Seagrass,Seagrass,Seagrass
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0.101382488,Porifera,Porifera,Sponge_other
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0.02764977,Octocorallia,Octocoral,Octocoral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Oculina robusta,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Diadema antillarum,Urchins,Unknown
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0.003072197,Zoanthidea,Zoanthidea,Cnidaria_other
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0.837173579,Substrate,Substrate,Substratum_turf
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0.021505376,Other biota 1,Others,Other
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Other biota 1,Others,Other
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Balanophyllia floiridana,StonyCoral,Stony_coral
2003,PB,Nearshore,PB1,Palm Beach 1,844,651,0,Acropora prolifera,StonyCoral,Stony_coral
2003,PB,Outer,PB2,Palm Beach 2,851,661,0,Acropora palmata,StonyCoral,Stony_coral
2003,PB,Outer,PB2,Palm Beach 2,851,661,0,Acropora cervicornis,StonyCoral,Stony_coral
2003,PB,Outer,PB2,Palm Beach 2,851,661,0,Mycetophyllia lamarckiana complex,StonyCoral,Stony_coral
2003,PB,Outer,PB2,Palm Beach 2,851,661,0,Mycetophyllia ferox,StonyCoral,Stony_coral
2003,PB,Outer,PB2,Palm Beach 2,851,661,0,Mycetophyllia lamarckiana complex,StonyCoral,Stony_coral
2003,PB,Outer,PB2,Palm Beach 2,851,661,0,Mycetophyllia aliciae,StonyCoral,Stony_coral
2003,PB,Outer,PB2,Palm Beach 2,851,661,0,Solenastrea hyades,StonyCoral,Stony_coral
2003,PB,Outer,PB2,Palm Beach 2,851,661,0.001512859,Undaria agaricites complex,StonyCoral,Stony_coral
2003,PB,Outer,PB2,Palm Beach 2,851,661,0,Agaricia lamarcki,StonyCoral,Stony_coral
2003,PB,Outer,PB2,Palm Beach 2,851,661,0,Agaricia fragilis,StonyCoral,Stony_coral
2003,PB,Outer,PB2,Palm Beach 2,851,661,0,Helioseris cucullata,StonyCoral,Stony_coral
2003,PB,Outer,PB2,Palm Beach 2,851,661,0,Colpophyllia natans,StonyCoral,Stony_coral
2003,PB,Outer,PB2,Palm Beach 2,851,661,0,Scolymia sp.,StonyCoral,Stony_coral
2003,PB,Outer,PB2,Palm Beach 2,851,661,0,Scolymia sp.,StonyCoral,Stony_coral
2003,PB,Outer,PB2,Palm Beach 2,851,661,0,Mussa angulosa,StonyCoral,Stony_coral
2003,PB,Outer,PB2,Palm Beach 2,851,661,0,Orbicella annularis complex,StonyCoral,Stony_coral
2003,PB,Outer,PB2,Palm Beach 2,851,661,0.030257186,Montastraea cavernosa,StonyCoral,Stony_coral
2003,PB,Outer,PB2,Palm Beach 2,851,661,0,Dendrogyra cylindrus,StonyCoral,Stony_coral
2003,PB,Outer,PB2,Palm Beach 2,851,661,0,Manicina areolata,StonyCoral,Stony_coral
2003,PB,Outer,PB2,Palm Beach 2,851,661,0,Favia fragum,StonyCoral,Stony_coral
2003,PB,Outer,PB2,Palm Beach 2,851,661,0,Siderastrea radians,StonyCoral,Stony_coral
2003,PB,Outer,PB2,Palm Beach 2,851,661,0.004538578,Siderastrea siderea,StonyCoral,Stony_coral
