"cover_year","juv_year","recruit_year","region","habitat","site_name","taxa","lta","density"
2015,2017,2016,"MK","OD","Sombrero Deep","PORI",7510.2,751.02
2015,2017,2016,"MK","OD","Sombrero Deep","SIDE",20223.3,2022.33
2015,2017,2016,"MK","OD","Sombrero Deep","UNKS",0,0
2015,2017,2016,"MK","OD","Tennessee Deep","AGAR",1220.9,122.09
2015,2017,2016,"MK","OD","Tennessee Deep","FAVI",77945.5,7794.55
2015,2017,2016,"MK","OD","Tennessee Deep","Other",9889.9,988.99
2015,2017,2016,"MK","OD","Tennessee Deep","PORI",15355.2,1535.52
2015,2017,2016,"MK","OD","Tennessee Deep","SIDE",23304.5,2330.45
2015,2017,2016,"MK","OD","Tennessee Deep","UNKS",0,0
2015,2017,2016,"MK","OS","Sombrero Shallow","AGAR",1428.8,142.88
2015,2017,2016,"MK","OS","Sombrero Shallow","FAVI",16218.7,1621.87
2015,2017,2016,"MK","OS","Sombrero Shallow","Other",137,13.7
2015,2017,2016,"MK","OS","Sombrero Shallow","PORI",3301.8,330.18
2015,2017,2016,"MK","OS","Sombrero Shallow","SIDE",13660.5,1366.05
2015,2017,2016,"MK","OS","Sombrero Shallow","UNKS",0,0
2015,2017,2016,"MK","OS","Tennessee Shallow","AGAR",0,0
2015,2017,2016,"MK","OS","Tennessee Shallow","FAVI",7256.5,725.65
2015,2017,2016,"MK","OS","Tennessee Shallow","Other",3996.6,399.66
2015,2017,2016,"MK","OS","Tennessee Shallow","PORI",6784.8,678.48
2015,2017,2016,"MK","OS","Tennessee Shallow","SIDE",2309.5,230.95
2015,2017,2016,"MK","OS","Tennessee Shallow","UNKS",0,0
2015,2017,2016,"MK","P","Dustan Rocks","AGAR",410.5,41.05
2015,2017,2016,"MK","P","Dustan Rocks","FAVI",133559.7,13355.97
2015,2017,2016,"MK","P","Dustan Rocks","Other",56808.5,5680.85
2015,2017,2016,"MK","P","Dustan Rocks","PORI",17029.1,1702.91
2015,2017,2016,"MK","P","Dustan Rocks","SIDE",129043.5,12904.35
2015,2017,2016,"MK","P","Dustan Rocks","UNKS",0,0
2015,2017,2016,"MK","P","West Turtle Shoal","AGAR",2807.2,280.72
2015,2017,2016,"MK","P","West Turtle Shoal","FAVI",235943.6,23594.36
2015,2017,2016,"MK","P","West Turtle Shoal","Other",37995.2,3799.52
2015,2017,2016,"MK","P","West Turtle Shoal","PORI",17517.2,1751.72
2015,2017,2016,"MK","P","West Turtle Shoal","SIDE",118221.3,11822.13
2015,2017,2016,"MK","P","West Turtle Shoal","UNKS",0,0
2015,2017,2016,"UK","OD","Carysfort Deep","AGAR",11995.8,1199.58
2015,2017,2016,"UK","OD","Carysfort Deep","FAVI",44683.3,4468.33
2015,2017,2016,"UK","OD","Carysfort Deep","Other",6472.6,647.26
2015,2017,2016,"UK","OD","Carysfort Deep","PORI",7469.9,746.99
2015,2017,2016,"UK","OD","Carysfort Deep","SIDE",17693.4,1769.34
2015,2017,2016,"UK","OD","Carysfort Deep","UNKS",0,0
2015,2017,2016,"UK","OD","Molasses Deep","AGAR",7809.2,780.92
2015,2017,2016,"UK","OD","Molasses Deep","FAVI",18280.2,1828.02
2015,2017,2016,"UK","OD","Molasses Deep","Other",1363,136.3
2015,2017,2016,"UK","OD","Molasses Deep","PORI",8205.4,820.54
2015,2017,2016,"UK","OD","Molasses Deep","SIDE",7157,715.7
2015,2017,2016,"UK","OD","Molasses Deep","UNKS",0,0
2015,2017,2016,"UK","OS","Carysfort Shallow","AGAR",3732,373.2
2015,2017,2016,"UK","OS","Carysfort Shallow","FAVI",224.4,22.44
2015,2017,2016,"UK","OS","Carysfort Shallow","Other",0,0
2015,2017,2016,"UK","OS","Carysfort Shallow","PORI",40159,4015.9
2015,2017,2016,"UK","OS","Carysfort Shallow","SIDE",568.5,56.85
2015,2017,2016,"UK","OS","Carysfort Shallow","UNKS",0,0
2015,2017,2016,"UK","OS","Molasses Shallow","AGAR",2584.7,258.47
2015,2017,2016,"UK","OS","Molasses Shallow","FAVI",26674.9,2667.49
2015,2017,2016,"UK","OS","Molasses Shallow","Other",137753.5,13775.35
2015,2017,2016,"UK","OS","Molasses Shallow","PORI",3646.4,364.64
2015,2017,2016,"UK","OS","Molasses Shallow","SIDE",8229.2,822.92
2015,2017,2016,"UK","OS","Molasses Shallow","UNKS",0,0
2015,2017,2016,"UK","P","Admiral","AGAR",84.3,8.43
2015,2017,2016,"UK","P","Admiral","FAVI",5845.2,584.52
2015,2017,2016,"UK","P","Admiral","Other",1305.6,130.56
2015,2017,2016,"UK","P","Admiral","PORI",1290.6,129.06
2015,2017,2016,"UK","P","Admiral","SIDE",16464.4,1646.44
2015,2017,2016,"UK","P","Admiral","UNKS",0,0
2015,2017,2016,"UK","P","Porter Patch","AGAR",2278.8,227.88
2015,2017,2016,"UK","P","Porter Patch","FAVI",46140.5,4614.05
2015,2017,2016,"UK","P","Porter Patch","Other",12756.9,1275.69
2015,2017,2016,"UK","P","Porter Patch","PORI",6174,617.4
2015,2017,2016,"UK","P","Porter Patch","SIDE",27944.8,2794.48
2015,2017,2016,"UK","P","Porter Patch","UNKS",0,0
2016,2018,2017,"LK","OD","Sand Key Deep","AGAR",190.1,19.01
2016,2018,2017,"LK","OD","Sand Key Deep","FAVI",2672.6,267.26
2016,2018,2017,"LK","OD","Sand Key Deep","Other",8719.7,871.97
2016,2018,2017,"LK","OD","Sand Key Deep","PORI",4040,404
2016,2018,2017,"LK","OD","Sand Key Deep","SIDE",14365.4,1436.54
2016,2018,2017,"LK","OD","Sand Key Deep","UNKS",0,0
2016,2018,2017,"LK","OD","Western Sambo Deep","AGAR",236.9,23.69
2016,2018,2017,"LK","OD","Western Sambo Deep","FAVI",14078.8,1407.88
2016,2018,2017,"LK","OD","Western Sambo Deep","Other",6477.4,647.74
2016,2018,2017,"LK","OD","Western Sambo Deep","PORI",3264.8,326.48
2016,2018,2017,"LK","OD","Western Sambo Deep","SIDE",8355.9,835.59
2016,2018,2017,"LK","OD","Western Sambo Deep","UNKS",0,0
2016,2018,2017,"LK","OS","Sand Key Shallow","AGAR",1498.7,149.87
2016,2018,2017,"LK","OS","Sand Key Shallow","FAVI",103964.5,10396.45
2016,2018,2017,"LK","OS","Sand Key Shallow","Other",547.9,54.79
2016,2018,2017,"LK","OS","Sand Key Shallow","PORI",16523.9,1652.39
2016,2018,2017,"LK","OS","Sand Key Shallow","SIDE",8613.9,861.39
2016,2018,2017,"LK","OS","Sand Key Shallow","UNKS",0,0
2016,2018,2017,"LK","OS","Western Sambo Shallow","AGAR",1452.2,145.22
2016,2018,2017,"LK","OS","Western Sambo Shallow","FAVI",34734.3,3473.43
2016,2018,2017,"LK","OS","Western Sambo Shallow","Other",42.3,4.23
2016,2018,2017,"LK","OS","Western Sambo Shallow","PORI",20279.8,2027.98
2016,2018,2017,"LK","OS","Western Sambo Shallow","SIDE",17863.3,1786.33
2016,2018,2017,"LK","OS","Western Sambo Shallow","UNKS",0,0
2016,2018,2017,"LK","P","Red Dun Reef","AGAR",438.8,43.88
2016,2018,2017,"LK","P","Red Dun Reef","FAVI",305401,30540.1
2016,2018,2017,"LK","P","Red Dun Reef","Other",37227.3,3722.73
2016,2018,2017,"LK","P","Red Dun Reef","PORI",3422.4,342.24
2016,2018,2017,"LK","P","Red Dun Reef","SIDE",73684.1,7368.41
2016,2018,2017,"LK","P","Red Dun Reef","UNKS",0,0
2016,2018,2017,"LK","P","West Washerwoman","AGAR",1653,165.3
2016,2018,2017,"LK","P","West Washerwoman","FAVI",574408.5,57440.85
2016,2018,2017,"LK","P","West Washerwoman","Other",36264.5,3626.45
2016,2018,2017,"LK","P","West Washerwoman","PORI",10946.9,1094.69
2016,2018,2017,"LK","P","West Washerwoman","SIDE",121018.9,12101.89
2016,2018,2017,"LK","P","West Washerwoman","UNKS",0,0
2016,2018,2017,"MK","OD","Sombrero Deep","AGAR",4987.5,498.75
2016,2018,2017,"MK","OD","Sombrero Deep","FAVI",10332.4,1033.24
2016,2018,2017,"MK","OD","Sombrero Deep","Other",13731.3,1373.13
2016,2018,2017,"MK","OD","Sombrero Deep","PORI",6091.8,609.18
2016,2018,2017,"MK","OD","Sombrero Deep","SIDE",23108.3,2310.83
2016,2018,2017,"MK","OD","Sombrero Deep","UNKS",0,0
2016,2018,2017,"MK","OD","Tennessee Deep","AGAR",1078.6,107.86
2016,2018,2017,"MK","OD","Tennessee Deep","FAVI",59052.7,5905.27
2016,2018,2017,"MK","OD","Tennessee Deep","Other",6057.1,605.71
2016,2018,2017,"MK","OD","Tennessee Deep","PORI",10960.3,1096.03
2016,2018,2017,"MK","OD","Tennessee Deep","SIDE",20032.2,2003.22
2016,2018,2017,"MK","OD","Tennessee Deep","UNKS",0,0
2016,2018,2017,"MK","OS","Sombrero Shallow","AGAR",1420.1,142.01
2016,2018,2017,"MK","OS","Sombrero Shallow","FAVI",8227.6,822.76
2016,2018,2017,"MK","OS","Sombrero Shallow","Other",3149.2,314.92
2016,2018,2017,"MK","OS","Sombrero Shallow","PORI",2872.7,287.27
2016,2018,2017,"MK","OS","Sombrero Shallow","SIDE",13098,1309.8
2016,2018,2017,"MK","OS","Sombrero Shallow","UNKS",0,0
2016,2018,2017,"MK","OS","Tennessee Shallow","AGAR",0,0
2016,2018,2017,"MK","OS","Tennessee Shallow","FAVI",3608.7,360.87
2016,2018,2017,"MK","OS","Tennessee Shallow","Other",2849.8,284.98
2016,2018,2017,"MK","OS","Tennessee Shallow","PORI",6121,612.1
2016,2018,2017,"MK","OS","Tennessee Shallow","SIDE",1747.4,174.74
2016,2018,2017,"MK","OS","Tennessee Shallow","UNKS",0,0
2016,2018,2017,"MK","P","Dustan Rocks","AGAR",271.5,27.15
2016,2018,2017,"MK","P","Dustan Rocks","FAVI",115050.8,11505.08
2016,2018,2017,"MK","P","Dustan Rocks","Other",54946.6,5494.66
2016,2018,2017,"MK","P","Dustan Rocks","PORI",12373.5,1237.35
2016,2018,2017,"MK","P","Dustan Rocks","SIDE",118970.3,11897.03
2016,2018,2017,"MK","P","Dustan Rocks","UNKS",0,0
2016,2018,2017,"MK","P","West Turtle Shoal","AGAR",3037.4,303.74
2016,2018,2017,"MK","P","West Turtle Shoal","FAVI",225902.5,22590.25
2016,2018,2017,"MK","P","West Turtle Shoal","Other",38660,3866
2016,2018,2017,"MK","P","West Turtle Shoal","PORI",16715,1671.5
2016,2018,2017,"MK","P","West Turtle Shoal","SIDE",106323,10632.3
2016,2018,2017,"MK","P","West Turtle Shoal","UNKS",0,0
2016,2018,2017,"UK","OD","Carysfort Deep","AGAR",14102.5,1410.25
2016,2018,2017,"UK","OD","Carysfort Deep","FAVI",72675.9,7267.59
2016,2018,2017,"UK","OD","Carysfort Deep","Other",5144.6,514.46
2016,2018,2017,"UK","OD","Carysfort Deep","PORI",7105.7,710.57
2016,2018,2017,"UK","OD","Carysfort Deep","SIDE",18016.7,1801.67
2016,2018,2017,"UK","OD","Carysfort Deep","UNKS",0,0
2016,2018,2017,"UK","OD","Molasses Deep","AGAR",5502.3,550.23
2016,2018,2017,"UK","OD","Molasses Deep","FAVI",10550.1,1055.01
2016,2018,2017,"UK","OD","Molasses Deep","Other",3667.9,366.79
2016,2018,2017,"UK","OD","Molasses Deep","PORI",9227.7,922.77
2016,2018,2017,"UK","OD","Molasses Deep","SIDE",7752,775.2
2016,2018,2017,"UK","OD","Molasses Deep","UNKS",0,0
2016,2018,2017,"UK","OS","Carysfort Shallow","AGAR",2401.4,240.14
2016,2018,2017,"UK","OS","Carysfort Shallow","FAVI",0,0
2016,2018,2017,"UK","OS","Carysfort Shallow","Other",0,0
2016,2018,2017,"UK","OS","Carysfort Shallow","PORI",44704.8,4470.48
2016,2018,2017,"UK","OS","Carysfort Shallow","SIDE",2345.7,234.57
2016,2018,2017,"UK","OS","Carysfort Shallow","UNKS",0,0
2016,2018,2017,"UK","OS","Molasses Shallow","AGAR",2979.1,297.91
2016,2018,2017,"UK","OS","Molasses Shallow","FAVI",22448.5,2244.85
2016,2018,2017,"UK","OS","Molasses Shallow","Other",119696.5,11969.65
2016,2018,2017,"UK","OS","Molasses Shallow","PORI",3642.6,364.26
2016,2018,2017,"UK","OS","Molasses Shallow","SIDE",8978.5,897.85
2016,2018,2017,"UK","OS","Molasses Shallow","UNKS",0,0
2016,2018,2017,"UK","P","Admiral","AGAR",95,9.5
2016,2018,2017,"UK","P","Admiral","FAVI",6099.9,609.99
2016,2018,2017,"UK","P","Admiral","Other",586.6,58.66
2016,2018,2017,"UK","P","Admiral","PORI",1870.3,187.03
2016,2018,2017,"UK","P","Admiral","SIDE",12917.8,1291.78
2016,2018,2017,"UK","P","Admiral","UNKS",0,0
2016,2018,2017,"UK","P","Porter Patch","AGAR",1048.6,104.86
2016,2018,2017,"UK","P","Porter Patch","FAVI",47498.7,4749.87
2016,2018,2017,"UK","P","Porter Patch","Other",14755.1,1475.51
2016,2018,2017,"UK","P","Porter Patch","PORI",2402.8,240.28
2016,2018,2017,"UK","P","Porter Patch","SIDE",33460.6,3346.06
2016,2018,2017,"UK","P","Porter Patch","UNKS",0,0
2017,2019,2018,"LK","OD","Sand Key Deep","AGAR",424.3,42.43
2017,2019,2018,"LK","OD","Sand Key Deep","FAVI",3837.5,383.75
2017,2019,2018,"LK","OD","Sand Key Deep","Other",8033.2,803.32
2017,2019,2018,"LK","OD","Sand Key Deep","PORI",5755,575.5
2017,2019,2018,"LK","OD","Sand Key Deep","SIDE",17630.7,1763.07
2017,2019,2018,"LK","OD","Sand Key Deep","UNKS",0,0
2017,2019,2018,"LK","OD","Western Sambo Deep","AGAR",837.7,83.77
2017,2019,2018,"LK","OD","Western Sambo Deep","FAVI",10929.3,1092.93
2017,2019,2018,"LK","OD","Western Sambo Deep","Other",7906,790.6
2017,2019,2018,"LK","OD","Western Sambo Deep","PORI",4014.7,401.47
2017,2019,2018,"LK","OD","Western Sambo Deep","SIDE",11491.8,1149.18
2017,2019,2018,"LK","OD","Western Sambo Deep","UNKS",0,0
2017,2019,2018,"LK","OS","Sand Key Shallow","AGAR",1795.6,179.56
2017,2019,2018,"LK","OS","Sand Key Shallow","FAVI",78832.6,7883.26
2017,2019,2018,"LK","OS","Sand Key Shallow","Other",645.5,64.55
2017,2019,2018,"LK","OS","Sand Key Shallow","PORI",20039.8,2003.98
2017,2019,2018,"LK","OS","Sand Key Shallow","SIDE",12775.1,1277.51
2017,2019,2018,"LK","OS","Sand Key Shallow","UNKS",0,0
2017,2019,2018,"LK","OS","Western Sambo Shallow","AGAR",4823.9,482.39
2017,2019,2018,"LK","OS","Western Sambo Shallow","FAVI",53765,5376.5
2017,2019,2018,"LK","OS","Western Sambo Shallow","Other",47.9,4.79
2017,2019,2018,"LK","OS","Western Sambo Shallow","PORI",24192.5,2419.25
2017,2019,2018,"LK","OS","Western Sambo Shallow","SIDE",20086.5,2008.65
2017,2019,2018,"LK","OS","Western Sambo Shallow","UNKS",0,0
2017,2019,2018,"LK","P","Red Dun Reef","AGAR",1182.8,118.28
2017,2019,2018,"LK","P","Red Dun Reef","FAVI",360915.5,36091.55
2017,2019,2018,"LK","P","Red Dun Reef","Other",35352.4,3535.24
2017,2019,2018,"LK","P","Red Dun Reef","PORI",5642.3,564.23
2017,2019,2018,"LK","P","Red Dun Reef","SIDE",93738.5,9373.85
2017,2019,2018,"LK","P","Red Dun Reef","UNKS",0,0
2017,2019,2018,"LK","P","West Washerwoman","AGAR",1764.8,176.48
2017,2019,2018,"LK","P","West Washerwoman","FAVI",767043.7,76704.37
2017,2019,2018,"LK","P","West Washerwoman","Other",41844.7,4184.47
2017,2019,2018,"LK","P","West Washerwoman","PORI",16025.8,1602.58
2017,2019,2018,"LK","P","West Washerwoman","SIDE",122563.5,12256.35
2017,2019,2018,"LK","P","West Washerwoman","UNKS",0,0
2017,2019,2018,"MK","OD","Sombrero Deep","AGAR",5335,533.5
2017,2019,2018,"MK","OD","Sombrero Deep","FAVI",8204.4,820.44
2017,2019,2018,"MK","OD","Sombrero Deep","Other",14175.6,1417.56
2017,2019,2018,"MK","OD","Sombrero Deep","PORI",6415.3,641.53
2017,2019,2018,"MK","OD","Sombrero Deep","SIDE",25429.1,2542.91
2017,2019,2018,"MK","OD","Sombrero Deep","UNKS",0,0
2017,2019,2018,"MK","OD","Tennessee Deep","AGAR",1475.5,147.55
2017,2019,2018,"MK","OD","Tennessee Deep","FAVI",68212.3,6821.23
2017,2019,2018,"MK","OD","Tennessee Deep","Other",9660.8,966.08
2017,2019,2018,"MK","OD","Tennessee Deep","PORI",13438.9,1343.89
2017,2019,2018,"MK","OD","Tennessee Deep","SIDE",22165.5,2216.55
2017,2019,2018,"MK","OD","Tennessee Deep","UNKS",0,0
2017,2019,2018,"MK","OS","Sombrero Shallow","AGAR",1911.2,191.12
2017,2019,2018,"MK","OS","Sombrero Shallow","FAVI",9469.2,946.92
2017,2019,2018,"MK","OS","Sombrero Shallow","Other",155.7,15.57
2017,2019,2018,"MK","OS","Sombrero Shallow","PORI",2490,249
2017,2019,2018,"MK","OS","Sombrero Shallow","SIDE",15956.5,1595.65
2017,2019,2018,"MK","OS","Sombrero Shallow","UNKS",0,0
2017,2019,2018,"MK","OS","Tennessee Shallow","AGAR",0,0
2017,2019,2018,"MK","OS","Tennessee Shallow","FAVI",4384.2,438.42
2017,2019,2018,"MK","OS","Tennessee Shallow","Other",1870.7,187.07
2017,2019,2018,"MK","OS","Tennessee Shallow","PORI",7099.7,709.97
2017,2019,2018,"MK","OS","Tennessee Shallow","SIDE",2332.8,233.28
2017,2019,2018,"MK","OS","Tennessee Shallow","UNKS",0,0
2017,2019,2018,"MK","P","Dustan Rocks","AGAR",239.5,23.95
2017,2019,2018,"MK","P","Dustan Rocks","FAVI",146936.2,14693.62
2017,2019,2018,"MK","P","Dustan Rocks","Other",63981.4,6398.14
2017,2019,2018,"MK","P","Dustan Rocks","PORI",18824,1882.4
2017,2019,2018,"MK","P","Dustan Rocks","SIDE",129360.2,12936.02
2017,2019,2018,"MK","P","Dustan Rocks","UNKS",0,0
2017,2019,2018,"MK","P","West Turtle Shoal","AGAR",2408.1,240.81
2017,2019,2018,"MK","P","West Turtle Shoal","FAVI",231179,23117.9
2017,2019,2018,"MK","P","West Turtle Shoal","Other",39144.3,3914.43
2017,2019,2018,"MK","P","West Turtle Shoal","PORI",20130.5,2013.05
2017,2019,2018,"MK","P","West Turtle Shoal","SIDE",127534.2,12753.42
2017,2019,2018,"MK","P","West Turtle Shoal","UNKS",0,0
2017,2019,2018,"UK","OD","Carysfort Deep","AGAR",14701.3,1470.13
2017,2019,2018,"UK","OD","Carysfort Deep","FAVI",28655.9,2865.59
2017,2019,2018,"UK","OD","Carysfort Deep","Other",3962.7,396.27
2017,2019,2018,"UK","OD","Carysfort Deep","PORI",8047.8,804.78
2017,2019,2018,"UK","OD","Carysfort Deep","SIDE",15872.5,1587.25
2017,2019,2018,"UK","OD","Carysfort Deep","UNKS",0,0
2017,2019,2018,"UK","OD","Molasses Deep","AGAR",6197.7,619.77
2017,2019,2018,"UK","OD","Molasses Deep","FAVI",3871,387.1
2017,2019,2018,"UK","OD","Molasses Deep","Other",5914.9,591.49
2017,2019,2018,"UK","OD","Molasses Deep","PORI",10808.8,1080.88
2017,2019,2018,"UK","OD","Molasses Deep","SIDE",5311.3,531.13
2017,2019,2018,"UK","OD","Molasses Deep","UNKS",0,0
2017,2019,2018,"UK","OS","Carysfort Shallow","AGAR",2265.5,226.55
2017,2019,2018,"UK","OS","Carysfort Shallow","FAVI",0,0
2017,2019,2018,"UK","OS","Carysfort Shallow","Other",0,0
2017,2019,2018,"UK","OS","Carysfort Shallow","PORI",39070,3907
2017,2019,2018,"UK","OS","Carysfort Shallow","SIDE",202.3,20.23
2017,2019,2018,"UK","OS","Carysfort Shallow","UNKS",0,0
2017,2019,2018,"UK","OS","Molasses Shallow","AGAR",2687.2,268.72
2017,2019,2018,"UK","OS","Molasses Shallow","FAVI",8200.1,820.01
2017,2019,2018,"UK","OS","Molasses Shallow","Other",30766.5,3076.65
2017,2019,2018,"UK","OS","Molasses Shallow","PORI",3512.5,351.25
2017,2019,2018,"UK","OS","Molasses Shallow","SIDE",5414.2,541.42
2017,2019,2018,"UK","OS","Molasses Shallow","UNKS",0,0
2017,2019,2018,"UK","P","Admiral","AGAR",109.6,10.96
2017,2019,2018,"UK","P","Admiral","FAVI",6944.3,694.43
2017,2019,2018,"UK","P","Admiral","Other",44.5,4.45
2017,2019,2018,"UK","P","Admiral","PORI",3555.6,355.56
2017,2019,2018,"UK","P","Admiral","SIDE",28347.3,2834.73
2017,2019,2018,"UK","P","Admiral","UNKS",0,0
2017,2019,2018,"UK","P","Porter Patch","AGAR",841.6,84.16
2017,2019,2018,"UK","P","Porter Patch","FAVI",33375,3337.5
2017,2019,2018,"UK","P","Porter Patch","Other",4509.4,450.94
2017,2019,2018,"UK","P","Porter Patch","PORI",4539,453.9
2017,2019,2018,"UK","P","Porter Patch","SIDE",20911.9,2091.19
2017,2019,2018,"UK","P","Porter Patch","UNKS",0,0
2015,2017,2016,"BC","Inner","BC4","AGAR",3627.3,164.877272727273
2015,2017,2016,"BC","Inner","BC4","FAVI",79088.9,3594.95
2015,2017,2016,"BC","Inner","BC4","Other",12549.5,570.431818181818
2015,2017,2016,"BC","Inner","BC4","PORI",27655.9,1257.08636363636
2015,2017,2016,"BC","Inner","BC4","SIDE",16605,754.772727272727
2015,2017,2016,"BC","Middle","BC2","AGAR",405.2,18.4181818181818
2015,2017,2016,"BC","Middle","BC2","FAVI",4351.2,197.781818181818
2015,2017,2016,"BC","Middle","BC2","Other",6004.7,272.940909090909
2015,2017,2016,"BC","Middle","BC2","PORI",1070.3,48.65
2015,2017,2016,"BC","Middle","BC2","SIDE",2199.5,99.9772727272727
2015,2017,2016,"BC","Nearshore","BC1","AGAR",1121.8,50.9909090909091
2015,2017,2016,"BC","Nearshore","BC1","FAVI",490985.8,22317.5363636364
2015,2017,2016,"BC","Nearshore","BC1","Other",18907.9,859.45
2015,2017,2016,"BC","Nearshore","BC1","PORI",2532,115.090909090909
2015,2017,2016,"BC","Nearshore","BC1","SIDE",5779.6,262.709090909091
2015,2017,2016,"BC","Outer","BC3","AGAR",90.5,4.11363636363636
2015,2017,2016,"BC","Outer","BC3","FAVI",5045.8,229.354545454545
2015,2017,2016,"BC","Outer","BC3","Other",2453.5,111.522727272727
2015,2017,2016,"BC","Outer","BC3","PORI",2556,116.181818181818
2015,2017,2016,"BC","Outer","BC3","SIDE",1653.2,75.1454545454545
2015,2017,2016,"DC","Inner","DC1","AGAR",1083.2,49.2363636363636
2015,2017,2016,"DC","Inner","DC1","FAVI",96814,4400.63636363636
2015,2017,2016,"DC","Inner","DC1","Other",27589.2,1254.05454545455
2015,2017,2016,"DC","Inner","DC1","PORI",23280.7,1058.21363636364
2015,2017,2016,"DC","Inner","DC1","SIDE",11148.6,506.754545454545
2015,2017,2016,"DC","Inner","DC5","AGAR",20710.1,941.368181818182
2015,2017,2016,"DC","Inner","DC5","FAVI",20995.2,954.327272727273
2015,2017,2016,"DC","Inner","DC5","Other",4581.5,208.25
2015,2017,2016,"DC","Inner","DC5","PORI",7717,350.772727272727
2015,2017,2016,"DC","Inner","DC5","SIDE",1786.9,81.2227272727273
2015,2017,2016,"DC","Middle","DC2","AGAR",24.8,1.12727272727273
2015,2017,2016,"DC","Middle","DC2","FAVI",6345.8,288.445454545455
2015,2017,2016,"DC","Middle","DC2","Other",4992,226.909090909091
2015,2017,2016,"DC","Middle","DC2","PORI",1031,46.8636363636364
2015,2017,2016,"DC","Middle","DC2","SIDE",1794,81.5454545454545
2015,2017,2016,"DC","Middle","DC7","AGAR",44.5,2.02272727272727
2015,2017,2016,"DC","Middle","DC7","FAVI",4761.9,216.45
2015,2017,2016,"DC","Middle","DC7","Other",5447.6,247.618181818182
2015,2017,2016,"DC","Middle","DC7","PORI",1483,67.4090909090909
2015,2017,2016,"DC","Middle","DC7","SIDE",998.6,45.3909090909091
2015,2017,2016,"DC","Nearshore","DC6","AGAR",378.6,17.2090909090909
2015,2017,2016,"DC","Nearshore","DC6","FAVI",46185.3,2099.33181818182
2015,2017,2016,"DC","Nearshore","DC6","Other",33117.8,1505.35454545455
2015,2017,2016,"DC","Nearshore","DC6","PORI",26754.8,1216.12727272727
2015,2017,2016,"DC","Nearshore","DC6","SIDE",6890.6,313.209090909091
2015,2017,2016,"DC","Nearshore","DC8","AGAR",0,0
2015,2017,2016,"DC","Nearshore","DC8","FAVI",13286.9,603.95
2015,2017,2016,"DC","Nearshore","DC8","Other",4978.5,226.295454545455
2015,2017,2016,"DC","Nearshore","DC8","PORI",487.7,22.1681818181818
